mode,iteration,setup_ms,witness_commit_ms,continuation_ms,total_prover_ms,verify_ms,proof_bytes,peak_rss_kib
hybrid,0,1723.310,10.171,139.808,150.033,45.348,379016,1146680
hybrid,1,1723.310,9.457,127.512,137.024,45.758,379016,1148556
hybrid,2,1723.310,9.586,134.609,144.251,46.159,379016,1148556
