mode,iteration,setup_ms,witness_commit_ms,continuation_ms,total_prover_ms,verify_ms,proof_bytes,peak_rss_kib
hybrid,0,796.498,5.519,82.704,88.277,26.777,339592,599520
hybrid,1,796.498,5.490,73.901,79.436,25.822,339592,601644
hybrid,2,796.498,5.144,71.938,77.125,25.349,339592,611800
