family,size,variant,rep,iterations,ns,bytes
dot,16,flock,0,131072,21.801,512
dot,16,wide8,0,131072,21.883,512
dot,16,shared,0,131072,20.617,512
dot,16,wide2,0,131072,17.664,512
dot,16,wide4,0,131072,17.975,512
dot,16,scalar_lanes,0,131072,20.284,512
dot,16,wide16,0,131072,37.831,512
dot,16,wide1,0,131072,15.583,512
dot,16,vec2,0,131072,33.665,512
dot,16,wide1,1,131072,15.030,512
dot,16,scalar_lanes,1,131072,16.596,512
dot,16,wide8,1,131072,16.561,512
dot,16,shared,1,131072,16.562,512
dot,16,vec2,1,131072,30.383,512
dot,16,wide2,1,131072,14.304,512
dot,16,flock,1,131072,15.811,512
dot,16,wide4,1,131072,14.404,512
dot,16,wide16,1,131072,32.348,512
dot,16,scalar_lanes,2,131072,15.125,512
dot,16,wide16,2,131072,31.400,512
dot,16,flock,2,131072,15.407,512
dot,16,wide8,2,131072,15.182,512
dot,16,wide4,2,131072,13.855,512
dot,16,shared,2,131072,15.104,512
dot,16,wide1,2,131072,13.439,512
dot,16,wide2,2,131072,13.607,512
dot,16,vec2,2,131072,28.472,512
dot,16,wide8,3,131072,15.573,512
dot,16,wide16,3,131072,32.212,512
dot,16,wide2,3,131072,13.592,512
dot,16,wide1,3,131072,13.082,512
dot,16,scalar_lanes,3,131072,15.613,512
dot,16,vec2,3,131072,27.784,512
dot,16,wide4,3,131072,13.685,512
dot,16,flock,3,131072,15.365,512
dot,16,shared,3,131072,15.305,512
dot,16,wide2,4,131072,13.601,512
dot,16,vec2,4,131072,28.218,512
dot,16,shared,4,131072,15.618,512
dot,16,wide4,4,131072,13.833,512
dot,16,wide16,4,131072,30.931,512
dot,16,wide8,4,131072,15.558,512
dot,16,wide1,4,131072,12.990,512
dot,16,scalar_lanes,4,131072,15.121,512
dot,16,flock,4,131072,15.195,512
dot,16,vec2,5,131072,28.765,512
dot,16,wide4,5,131072,13.932,512
dot,16,wide16,5,131072,30.912,512
dot,16,wide2,5,131072,13.727,512
dot,16,wide8,5,131072,15.087,512
dot,16,wide1,5,131072,13.325,512
dot,16,shared,5,131072,15.335,512
dot,16,scalar_lanes,5,131072,17.991,512
dot,16,flock,5,131072,15.625,512
dot,16,wide2,6,131072,13.845,512
dot,16,wide4,6,131072,13.650,512
dot,16,wide8,6,131072,15.084,512
dot,16,wide16,6,131072,32.445,512
dot,16,vec2,6,131072,29.040,512
dot,16,shared,6,131072,15.084,512
