family,size,variant,rep,iterations,ns,bytes
dot,16,vec2,0,262144,27.877,512
dot,16,wide4,0,262144,13.672,512
dot,16,scalar_lanes,0,262144,15.405,512
dot,16,shared,0,262144,15.126,512
dot,16,flock,0,262144,15.434,512
dot,16,wide8,0,262144,14.874,512
dot,16,wide1,0,262144,13.176,512
dot,16,wide2,0,262144,13.439,512
dot,16,wide16,0,262144,31.503,512
dot,16,vec2,1,262144,28.077,512
dot,16,wide8,1,262144,14.984,512
dot,16,shared,1,262144,15.366,512
dot,16,wide1,1,262144,13.190,512
dot,16,wide4,1,262144,14.127,512
dot,16,flock,1,262144,14.930,512
dot,16,scalar_lanes,1,262144,15.135,512
dot,16,wide2,1,262144,13.526,512
dot,16,wide16,1,262144,31.509,512
dot,16,flock,2,262144,15.176,512
dot,16,wide4,2,262144,13.652,512
dot,16,scalar_lanes,2,262144,15.201,512
dot,16,wide2,2,262144,13.471,512
dot,16,wide16,2,262144,31.612,512
dot,16,wide8,2,262144,15.109,512
dot,16,vec2,2,262144,28.198,512
dot,16,shared,2,262144,15.222,512
dot,16,wide1,2,262144,13.227,512
dot,16,scalar_lanes,3,262144,15.799,512
dot,16,flock,3,262144,15.109,512
dot,16,wide4,3,262144,13.994,512
dot,16,vec2,3,262144,28.710,512
dot,16,wide2,3,262144,13.449,512
dot,16,wide8,3,262144,14.997,512
dot,16,shared,3,262144,15.335,512
dot,16,wide1,3,262144,13.184,512
dot,16,wide16,3,262144,31.286,512
dot,16,shared,4,262144,15.051,512
dot,16,wide1,4,262144,13.213,512
dot,16,wide8,4,262144,15.523,512
dot,16,wide4,4,262144,13.750,512
dot,16,flock,4,262144,15.109,512
dot,16,scalar_lanes,4,262144,15.068,512
dot,16,wide16,4,262144,31.542,512
dot,16,vec2,4,262144,28.352,512
dot,16,wide2,4,262144,13.633,512
dot,16,flock,5,262144,15.643,512
dot,16,vec2,5,262144,28.545,512
dot,16,wide2,5,262144,13.906,512
dot,16,scalar_lanes,5,262144,15.538,512
dot,16,wide1,5,262144,12.978,512
dot,16,wide16,5,262144,31.385,512
dot,16,wide8,5,262144,15.193,512
dot,16,wide4,5,262144,13.676,512
dot,16,shared,5,262144,15.416,512
dot,16,scalar_lanes,6,262144,14.928,512
dot,16,flock,6,262144,15.451,512
dot,16,wide16,6,262144,30.838,512
dot,16,wide4,6,262144,13.729,512
dot,16,wide8,6,262144,15.186,512
dot,16,shared,6,262144,15.116,512
dot,16,wide1,6,262144,12.916,512
dot,16,wide2,6,262144,13.834,512
dot,16,vec2,6,262144,28.604,512
dot,16,flock,7,262144,15.044,512
dot,16,shared,7,262144,15.382,512
dot,16,vec2,7,262144,27.833,512
dot,16,wide2,7,262144,13.550,512
dot,16,wide4,7,262144,13.756,512
dot,16,wide1,7,262144,13.147,512
dot,16,wide16,7,262144,31.650,512
dot,16,wide8,7,262144,14.938,512
dot,16,scalar_lanes,7,262144,15.110,512
dot,16,shared,8,262144,15.148,512
dot,16,flock,8,262144,15.140,512
dot,16,scalar_lanes,8,262144,14.962,512
dot,16,wide2,8,262144,13.887,512
dot,16,wide1,8,262144,13.078,512
dot,16,wide16,8,262144,30.959,512
dot,16,wide4,8,262144,13.814,512
dot,16,wide8,8,262144,15.387,512
dot,16,vec2,8,262144,28.668,512
dot,16,flock,9,262144,14.864,512
dot,16,vec2,9,262144,28.013,512
dot,16,wide16,9,262144,31.131,512
dot,16,scalar_lanes,9,262144,15.557,512
dot,16,wide1,9,262144,13.253,512
dot,16,wide8,9,262144,15.367,512
dot,16,wide4,9,262144,13.693,512
dot,16,wide2,9,262144,13.516,512
dot,16,shared,9,262144,15.188,512
dot,16,vec2,10,262144,28.520,512
dot,16,shared,10,262144,15.078,512
dot,16,wide4,10,262144,13.927,512
dot,16,scalar_lanes,10,262144,15.008,512
dot,16,wide1,10,262144,13.201,512
dot,16,flock,10,262144,14.976,512
dot,16,wide2,10,262144,13.586,512
dot,16,wide16,10,262144,31.271,512
dot,16,wide8,10,262144,15.343,512
dot,16,flock,11,262144,15.163,512
dot,16,scalar_lanes,11,262144,15.541,512
dot,16,vec2,11,262144,28.614,512
dot,16,wide8,11,262144,14.933,512
dot,16,wide1,11,262144,13.241,512
dot,16,wide2,11,262144,13.439,512
dot,16,wide4,11,262144,14.200,512
dot,16,shared,11,262144,14.930,512
dot,16,wide16,11,262144,31.152,512
dot,16,vec2,12,262144,28.320,512
dot,16,wide16,12,262144,31.359,512
dot,16,flock,12,262144,14.978,512
dot,16,wide2,12,262144,13.641,512
dot,16,wide8,12,262144,15.004,512
dot,16,wide1,12,262144,13.196,512
dot,16,shared,12,262144,14.957,512
dot,16,scalar_lanes,12,262144,15.108,512
dot,16,wide4,12,262144,13.677,512
dot,16,scalar_lanes,13,262144,15.202,512
dot,16,flock,13,262144,14.968,512
dot,16,vec2,13,262144,28.338,512
dot,16,wide16,13,262144,31.405,512
dot,16,wide1,13,262144,12.959,512
dot,16,wide2,13,262144,13.902,512
dot,16,shared,13,262144,14.867,512
dot,16,wide8,13,262144,15.175,512
dot,16,wide4,13,262144,13.606,512
dot,16,wide4,14,262144,14.033,512
dot,16,wide1,14,262144,13.230,512
dot,16,shared,14,262144,15.141,512
dot,16,vec2,14,262144,28.446,512
dot,16,wide16,14,262144,31.995,512
dot,16,wide2,14,262144,13.922,512
dot,16,flock,14,262144,15.130,512
dot,16,wide8,14,262144,15.536,512
dot,16,scalar_lanes,14,262144,14.907,512
dot,16,wide8,15,262144,15.525,512
dot,16,flock,15,262144,15.040,512
dot,16,shared,15,262144,16.107,512
dot,16,wide2,15,262144,14.507,512
dot,16,vec2,15,262144,28.296,512
dot,16,wide1,15,262144,13.142,512
dot,16,wide4,15,262144,13.838,512
dot,16,wide16,15,262144,31.220,512
dot,16,scalar_lanes,15,262144,15.255,512
dot,16,shared,16,262144,15.138,512
dot,16,wide1,16,262144,13.207,512
dot,16,scalar_lanes,16,262144,15.151,512
dot,16,wide4,16,262144,13.828,512
dot,16,vec2,16,262144,28.444,512
dot,16,wide8,16,262144,15.267,512
dot,16,flock,16,262144,14.948,512
dot,16,wide2,16,262144,13.704,512
dot,16,wide16,16,262144,31.462,512
dot,16,wide1,17,262144,13.545,512
dot,16,wide16,17,262144,31.248,512
dot,16,wide4,17,262144,13.729,512
dot,16,scalar_lanes,17,262144,15.579,512
dot,16,flock,17,262144,15.174,512
dot,16,wide8,17,262144,15.564,512
dot,16,shared,17,262144,15.122,512
dot,16,vec2,17,262144,28.980,512
dot,16,wide2,17,262144,13.925,512
dot,16,scalar_lanes,18,262144,15.270,512
dot,16,flock,18,262144,15.490,512
dot,16,shared,18,262144,15.206,512
dot,16,vec2,18,262144,28.791,512
dot,16,wide4,18,262144,13.651,512
dot,16,wide1,18,262144,13.534,512
dot,16,wide2,18,262144,13.451,512
dot,16,wide8,18,262144,15.223,512
dot,16,wide16,18,262144,31.334,512
dot,16,wide16,19,262144,31.480,512
dot,16,scalar_lanes,19,262144,15.055,512
dot,16,wide4,19,262144,14.319,512
dot,16,wide2,19,262144,13.645,512
dot,16,vec2,19,262144,28.150,512
dot,16,wide8,19,262144,15.058,512
dot,16,shared,19,262144,15.388,512
dot,16,flock,19,262144,15.015,512
dot,16,wide1,19,262144,13.682,512
dot,16,wide1,20,262144,13.165,512
dot,16,flock,20,262144,15.324,512
dot,16,wide8,20,262144,14.878,512
dot,16,scalar_lanes,20,262144,15.051,512
dot,16,shared,20,262144,15.170,512
dot,16,wide2,20,262144,14.078,512
dot,16,wide4,20,262144,13.661,512
dot,16,wide16,20,262144,31.122,512
dot,16,vec2,20,262144,28.096,512
dot,16,wide2,21,262144,13.460,512
dot,16,scalar_lanes,21,262144,15.434,512
dot,16,wide4,21,262144,13.544,512
dot,16,vec2,21,262144,28.094,512
dot,16,flock,21,262144,15.129,512
dot,16,wide16,21,262144,31.406,512
dot,16,shared,21,262144,14.967,512
dot,16,wide8,21,262144,15.192,512
dot,16,wide1,21,262144,12.961,512
dot,16,wide2,22,262144,13.543,512
dot,16,vec2,22,262144,28.172,512
dot,16,wide16,22,262144,31.772,512
dot,16,flock,22,262144,15.233,512
dot,16,wide8,22,262144,15.156,512
dot,16,wide1,22,262144,13.787,512
dot,16,scalar_lanes,22,262144,15.119,512
dot,16,shared,22,262144,15.327,512
dot,16,wide4,22,262144,13.649,512
dot,16,wide4,23,262144,13.850,512
dot,16,vec2,23,262144,28.237,512
dot,16,wide8,23,262144,15.517,512
dot,16,wide16,23,262144,31.942,512
dot,16,wide1,23,262144,13.329,512
dot,16,shared,23,262144,15.475,512
dot,16,wide2,23,262144,13.340,512
dot,16,scalar_lanes,23,262144,15.248,512
dot,16,flock,23,262144,14.941,512
dot,16,wide8,24,262144,15.387,512
dot,16,shared,24,262144,15.305,512
dot,16,wide4,24,262144,14.210,512
