family,size,variant,rep,iterations,ns,bytes
dot,16,wide1,15,262144,13.178,512
dot,16,wide2,15,262144,14.028,512
dot,16,shared,16,262144,15.030,512
dot,16,wide2,16,262144,13.634,512
dot,16,wide4,16,262144,13.932,512
dot,16,flock,16,262144,15.112,512
dot,16,wide16,16,262144,32.062,512
dot,16,wide1,16,262144,13.186,512
dot,16,vec2,16,262144,28.419,512
dot,16,wide8,16,262144,15.161,512
dot,16,shared,17,262144,15.478,512
dot,16,wide2,17,262144,13.610,512
dot,16,vec2,17,262144,28.247,512
dot,16,flock,17,262144,15.108,512
dot,16,wide8,17,262144,15.137,512
dot,16,wide4,17,262144,13.686,512
dot,16,wide16,17,262144,31.667,512
dot,16,wide1,17,262144,13.522,512
dot,16,vec2,18,262144,27.947,512
dot,16,wide2,18,262144,13.453,512
dot,16,wide16,18,262144,31.783,512
dot,16,shared,18,262144,15.223,512
dot,16,wide1,18,262144,13.016,512
dot,16,wide8,18,262144,15.138,512
dot,16,flock,18,262144,15.077,512
dot,16,wide4,18,262144,13.837,512
dot,16,shared,19,262144,15.368,512
dot,16,wide4,19,262144,13.807,512
dot,16,flock,19,262144,15.339,512
dot,16,vec2,19,262144,28.512,512
dot,16,wide1,19,262144,13.190,512
dot,16,wide16,19,262144,31.675,512
dot,16,wide2,19,262144,13.738,512
dot,16,wide8,19,262144,15.342,512
dot,16,wide8,20,262144,15.369,512
dot,16,vec2,20,262144,28.425,512
dot,16,wide4,20,262144,13.960,512
dot,16,wide16,20,262144,31.689,512
dot,16,wide1,20,262144,13.167,512
dot,16,flock,20,262144,15.407,512
dot,16,wide2,20,262144,13.415,512
dot,16,shared,20,262144,15.122,512
dot,16,wide1,21,262144,13.100,512
dot,16,wide16,21,262144,31.292,512
dot,16,shared,21,262144,15.248,512
dot,16,vec2,21,262144,27.953,512
dot,16,flock,21,262144,15.652,512
dot,16,wide8,21,262144,15.469,512
dot,16,wide4,21,262144,14.230,512
dot,16,wide2,21,262144,13.842,512
dot,16,wide1,22,262144,13.435,512
dot,16,wide8,22,262144,15.056,512
dot,16,shared,22,262144,15.453,512
dot,16,vec2,22,262144,28.272,512
dot,16,wide2,22,262144,13.693,512
dot,16,flock,22,262144,15.127,512
dot,16,wide4,22,262144,14.064,512
dot,16,wide16,22,262144,31.584,512
dot,16,wide2,23,262144,13.605,512
dot,16,wide16,23,262144,31.694,512
dot,16,flock,23,262144,15.406,512
dot,16,wide8,23,262144,15.192,512
dot,16,wide4,23,262144,14.090,512
dot,16,vec2,23,262144,28.210,512
dot,16,shared,23,262144,15.069,512
dot,16,wide1,23,262144,13.990,512
dot,16,wide2,24,262144,14.410,512
dot,16,flock,24,262144,16.716,512
dot,16,vec2,24,262144,29.370,512
dot,16,wide1,24,262144,13.190,512
dot,16,wide4,24,262144,14.286,512
dot,16,wide8,24,262144,15.694,512
dot,16,shared,24,262144,15.105,512
dot,16,wide16,24,262144,31.840,512
dot,16,wide1,25,262144,13.613,512
dot,16,wide8,25,262144,15.431,512
dot,16,wide4,25,262144,14.113,512
dot,16,wide16,25,262144,31.686,512
dot,16,flock,25,262144,15.424,512
dot,16,shared,25,262144,15.363,512
dot,16,vec2,25,262144,28.998,512
dot,16,wide2,25,262144,13.670,512
dot,16,wide4,26,262144,14.123,512
dot,16,wide8,26,262144,16.120,512
dot,16,flock,26,262144,15.047,512
dot,16,shared,26,262144,16.076,512
dot,16,wide16,26,262144,32.537,512
dot,16,wide2,26,262144,13.993,512
dot,16,wide1,26,262144,13.437,512
dot,16,vec2,26,262144,29.411,512
dot,16,wide16,27,262144,32.266,512
dot,16,wide2,27,262144,13.689,512
dot,16,shared,27,262144,15.649,512
dot,16,wide4,27,262144,13.848,512
dot,16,vec2,27,262144,28.701,512
dot,16,wide1,27,262144,13.164,512
dot,16,wide8,27,262144,15.816,512
dot,16,flock,27,262144,15.294,512
dot,16,wide4,28,262144,14.228,512
dot,16,shared,28,262144,15.326,512
dot,16,vec2,28,262144,28.825,512
dot,16,wide2,28,262144,14.100,512
dot,16,flock,28,262144,15.130,512
dot,16,wide16,28,262144,31.843,512
dot,16,wide8,28,262144,16.390,512
dot,16,wide1,28,262144,13.087,512
dot,16,shared,29,262144,15.263,512
dot,16,wide2,29,262144,14.351,512
dot,16,wide16,29,262144,34.185,512
dot,16,vec2,29,262144,35.168,512
dot,16,wide4,29,262144,14.643,512
dot,16,wide8,29,262144,15.433,512
dot,16,wide1,29,262144,13.535,512
dot,16,flock,29,262144,15.228,512
dot,16,vec2,30,262144,28.423,512
dot,16,wide4,30,262144,13.812,512
dot,16,shared,30,262144,15.114,512
dot,16,wide8,30,262144,15.257,512
dot,16,wide16,30,262144,31.247,512
dot,16,wide1,30,262144,13.254,512
dot,16,wide2,30,262144,13.635,512
dot,16,flock,30,262144,15.504,512
dot,16,wide4,31,262144,13.822,512
dot,16,wide16,31,262144,31.612,512
dot,16,shared,31,262144,15.141,512
dot,16,flock,31,262144,15.079,512
dot,16,wide1,31,262144,13.740,512
dot,16,wide8,31,262144,15.045,512
dot,16,vec2,31,262144,28.131,512
dot,16,wide2,31,262144,13.595,512
products,16,shared,0,262144,16.669,768
products,16,shared_unroll2,0,262144,16.996,768
products,16,schoolbook,0,262144,43.147,768
products,16,shared_unroll8,0,262144,17.381,768
products,16,karatsuba_barrett,0,262144,28.337,768
products,16,shared_unroll4,0,262144,17.389,768
products,16,flock,0,262144,16.160,768
products,16,karatsuba,0,262144,51.026,768
products,16,schoolbook,1,262144,43.641,768
products,16,karatsuba,1,262144,51.195,768
products,16,shared_unroll2,1,262144,16.995,768
products,16,shared_unroll8,1,262144,17.629,768
products,16,shared_unroll4,1,262144,17.684,768
products,16,shared,1,262144,16.640,768
products,16,karatsuba_barrett,1,262144,28.798,768
products,16,flock,1,262144,16.548,768
products,16,flock,2,262144,15.843,768
products,16,shared_unroll2,2,262144,16.937,768
products,16,shared_unroll4,2,262144,17.158,768
products,16,shared,2,262144,16.682,768
products,16,schoolbook,2,262144,42.784,768
products,16,karatsuba_barrett,2,262144,27.944,768
products,16,shared_unroll8,2,262144,17.434,768
products,16,karatsuba,2,262144,50.968,768
products,16,shared_unroll4,3,262144,17.339,768
products,16,karatsuba,3,262144,50.172,768
products,16,flock,3,262144,16.115,768
products,16,karatsuba_barrett,3,262144,28.410,768
products,16,shared,3,262144,16.544,768
products,16,shared_unroll2,3,262144,17.083,768
products,16,schoolbook,3,262144,42.515,768
products,16,shared_unroll8,3,262144,17.237,768
products,16,shared,4,262144,16.780,768
products,16,schoolbook,4,262144,42.852,768
products,16,shared_unroll8,4,262144,17.622,768
products,16,flock,4,262144,15.964,768
products,16,shared_unroll4,4,262144,17.862,768
products,16,karatsuba,4,262144,51.171,768
products,16,karatsuba_barrett,4,262144,28.219,768
products,16,shared_unroll2,4,262144,17.039,768
products,16,karatsuba,5,262144,50.210,768
products,16,schoolbook,5,262144,42.570,768
products,16,shared_unroll2,5,262144,16.857,768
products,16,shared_unroll8,5,262144,17.444,768
products,16,karatsuba_barrett,5,262144,28.057,768
products,16,flock,5,262144,16.027,768
products,16,shared_unroll4,5,262144,17.471,768
products,16,shared,5,262144,16.562,768
products,16,shared_unroll8,6,262144,17.295,768
products,16,shared,6,262144,16.666,768
products,16,shared_unroll2,6,262144,16.908,768
products,16,karatsuba_barrett,6,262144,28.539,768
products,16,schoolbook,6,262144,42.737,768
products,16,karatsuba,6,262144,50.779,768
products,16,flock,6,262144,16.022,768
products,16,shared_unroll4,6,262144,17.108,768
products,16,shared_unroll8,7,262144,17.474,768
products,16,shared,7,262144,16.634,768
products,16,shared_unroll4,7,262144,17.382,768
products,16,flock,7,262144,16.143,768
products,16,karatsuba_barrett,7,262144,28.003,768
products,16,shared_unroll2,7,262144,17.417,768
products,16,karatsuba,7,262144,50.465,768
products,16,schoolbook,7,262144,42.613,768
products,16,karatsuba,8,262144,50.957,768
products,16,shared_unroll2,8,262144,16.867,768
products,16,shared_unroll8,8,262144,17.275,768
products,16,karatsuba_barrett,8,262144,28.488,768
products,16,flock,8,262144,16.219,768
products,16,shared_unroll4,8,262144,17.127,768
products,16,shared,8,262144,16.666,768
products,16,schoolbook,8,262144,42.799,768
products,16,shared,9,262144,16.570,768
products,16,shared_unroll4,9,262144,17.451,768
products,16,shared_unroll8,9,262144,17.636,768
products,16,schoolbook,9,262144,43.367,768
products,16,karatsuba_barrett,9,262144,28.255,768
products,16,flock,9,262144,16.130,768
products,16,karatsuba,9,262144,51.119,768
products,16,shared_unroll2,9,262144,17.431,768
products,16,shared,10,262144,16.299,768
products,16,flock,10,262144,15.962,768
products,16,shared_unroll8,10,262144,17.240,768
products,16,karatsuba,10,262144,50.481,768
products,16,shared_unroll4,10,262144,16.973,768
products,16,karatsuba_barrett,10,262144,27.863,768
products,16,shared_unroll2,10,262144,17.115,768
products,16,schoolbook,10,262144,43.010,768
products,16,karatsuba_barrett,11,262144,28.320,768
products,16,shared_unroll4,11,262144,17.356,768
products,16,shared,11,262144,16.691,768
products,16,shared_unroll8,11,262144,17.504,768
products,16,karatsuba,11,262144,50.279,768
products,16,schoolbook,11,262144,43.996,768
products,16,shared_unroll2,11,262144,16.694,768
products,16,flock,11,262144,16.211,768
products,16,flock,12,262144,15.863,768
products,16,karatsuba,12,262144,50.385,768
products,16,shared_unroll8,12,262144,17.169,768
products,16,schoolbook,12,262144,43.563,768
products,16,shared_unroll4,12,262144,17.416,768
products,16,karatsuba_barrett,12,262144,28.285,768
products,16,shared,12,262144,16.691,768
products,16,shared_unroll2,12,262144,17.190,768
products,16,shared_unroll4,13,262144,17.436,768
products,16,shared,13,262144,16.737,768
products,16,shared_unroll2,13,262144,17.234,768
products,16,shared_unroll8,13,262144,17.420,768
products,16,schoolbook,13,262144,43.453,768
products,16,flock,13,262144,16.210,768
products,16,karatsuba_barrett,13,262144,28.353,768
products,16,karatsuba,13,262144,50.993,768
products,16,schoolbook,14,262144,43.516,768
products,16,karatsuba_barrett,14,262144,28.543,768
products,16,flock,14,262144,16.251,768
products,16,shared_unroll4,14,262144,17.633,768
products,16,karatsuba,14,262144,50.061,768
products,16,shared,14,262144,16.362,768
products,16,shared_unroll8,14,262144,17.759,768
products,16,shared_unroll2,14,262144,16.865,768
products,16,karatsuba,15,262144,50.473,768
products,16,shared_unroll8,15,262144,17.247,768
products,16,shared_unroll2,15,262144,17.410,768
products,16,shared,15,262144,16.585,768
products,16,shared_unroll4,15,262144,17.222,768
products,16,schoolbook,15,262144,42.947,768
products,16,flock,15,262144,16.168,768
products,16,karatsuba_barrett,15,262144,28.006,768
products,16,flock,16,262144,15.991,768
products,16,shared_unroll2,16,262144,16.998,768
products,16,schoolbook,16,262144,42.963,768
products,16,shared_unroll4,16,262144,17.313,768
products,16,karatsuba_barrett,16,262144,27.944,768
products,16,shared_unroll8,16,262144,17.688,768
products,16,shared,16,262144,16.603,768
products,16,karatsuba,16,262144,50.310,768
products,16,schoolbook,17,262144,42.801,768
products,16,shared,17,262144,16.866,768
products,16,shared_unroll2,17,262144,17.002,768
products,16,shared_unroll4,17,262144,17.092,768
products,16,karatsuba_barrett,17,262144,28.384,768
products,16,flock,17,262144,16.171,768
products,16,karatsuba,17,262144,50.210,768
products,16,shared_unroll8,17,262144,17.412,768
products,16,shared_unroll4,18,262144,17.109,768
products,16,karatsuba,18,262144,51.044,768
products,16,karatsuba_barrett,18,262144,28.422,768
products,16,shared_unroll2,18,262144,17.076,768
products,16,schoolbook,18,262144,43.456,768
products,16,shared_unroll8,18,262144,17.500,768
products,16,flock,18,262144,16.335,768
products,16,shared,18,262144,16.697,768
products,16,shared_unroll2,19,262144,17.451,768
products,16,schoolbook,19,262144,43.438,768
products,16,shared_unroll8,19,262144,17.602,768
products,16,shared,19,262144,16.620,768
products,16,karatsuba,19,262144,51.207,768
products,16,shared_unroll4,19,262144,17.103,768
products,16,flock,19,262144,16.447,768
products,16,karatsuba_barrett,19,262144,28.325,768
products,16,shared_unroll2,20,262144,16.981,768
products,16,shared,20,262144,16.847,768
products,16,karatsuba,20,262144,50.705,768
products,16,karatsuba_barrett,20,262144,28.039,768
products,16,flock,20,262144,16.074,768
products,16,shared_unroll8,20,262144,17.251,768
products,16,schoolbook,20,262144,42.676,768
products,16,shared_unroll4,20,262144,17.156,768
products,16,shared,21,262144,16.794,768
products,16,shared_unroll4,21,262144,17.226,768
products,16,shared_unroll8,21,262144,17.380,768
products,16,schoolbook,21,262144,42.716,768
products,16,flock,21,262144,16.004,768
products,16,shared_unroll2,21,262144,16.904,768
products,16,karatsuba,21,262144,50.760,768
products,16,karatsuba_barrett,21,262144,28.164,768
products,16,shared_unroll8,22,262144,17.450,768
products,16,shared,22,262144,16.761,768
products,16,schoolbook,22,262144,43.633,768
products,16,karatsuba,22,262144,51.261,768
products,16,shared_unroll4,22,262144,17.234,768
products,16,flock,22,262144,16.731,768
products,16,shared_unroll2,22,262144,17.177,768
products,16,karatsuba_barrett,22,262144,28.506,768
products,16,shared,23,262144,17.102,768
products,16,karatsuba,23,262144,51.223,768
products,16,shared_unroll8,23,262144,17.530,768
products,16,karatsuba_barrett,23,262144,28.440,768
products,16,flock,23,262144,16.548,768
products,16,shared_unroll4,23,262144,17.327,768
products,16,shared_unroll2,23,262144,16.970,768
products,16,schoolbook,23,262144,42.964,768
products,16,karatsuba,24,262144,50.080,768
products,16,flock,24,262144,15.963,768
products,16,shared_unroll4,24,262144,17.201,768
products,16,shared,24,262144,16.674,768
products,16,schoolbook,24,262144,43.205,768
products,16,shared_unroll2,24,262144,16.948,768
products,16,karatsuba_barrett,24,262144,28.336,768
products,16,shared_unroll8,24,262144,17.471,768
products,16,schoolbook,25,262144,42.752,768
products,16,shared_unroll4,25,262144,17.477,768
products,16,karatsuba_barrett,25,262144,28.165,768
products,16,flock,25,262144,16.593,768
products,16,shared_unroll8,25,262144,17.380,768
products,16,shared_unroll2,25,262144,16.995,768
products,16,karatsuba,25,262144,50.123,768
products,16,shared,25,262144,16.798,768
products,16,shared_unroll8,26,262144,17.311,768
products,16,flock,26,262144,16.134,768
products,16,karatsuba_barrett,26,262144,28.609,768
products,16,schoolbook,26,262144,43.596,768
products,16,shared,26,262144,16.704,768
products,16,shared_unroll2,26,262144,16.999,768
products,16,shared_unroll4,26,262144,17.806,768
products,16,karatsuba,26,262144,51.131,768
products,16,schoolbook,27,262144,43.823,768
products,16,shared_unroll8,27,262144,17.393,768
products,16,shared_unroll2,27,262144,17.495,768
products,16,karatsuba_barrett,27,262144,28.497,768
products,16,shared,27,262144,16.580,768
products,16,shared_unroll4,27,262144,17.502,768
products,16,karatsuba,27,262144,51.113,768
products,16,flock,27,262144,15.960,768
products,16,shared_unroll4,28,262144,17.229,768
products,16,karatsuba_barrett,28,262144,28.215,768
products,16,shared_unroll8,28,262144,17.628,768
products,16,shared_unroll2,28,262144,17.360,768
products,16,shared,28,262144,16.268,768
products,16,schoolbook,28,262144,42.479,768
products,16,karatsuba,28,262144,50.269,768
products,16,flock,28,262144,15.978,768
products,16,schoolbook,29,262144,43.258,768
products,16,shared_unroll2,29,262144,16.983,768
products,16,karatsuba,29,262144,50.094,768
products,16,flock,29,262144,15.948,768
products,16,shared_unroll8,29,262144,17.398,768
products,16,shared,29,262144,16.609,768
products,16,shared_unroll4,29,262144,17.234,768
products,16,karatsuba_barrett,29,262144,28.358,768
products,16,schoolbook,30,262144,43.331,768
products,16,shared_unroll2,30,262144,17.376,768
products,16,flock,30,262144,16.186,768
products,16,shared,30,262144,17.152,768
products,16,karatsuba,30,262144,51.563,768
products,16,karatsuba_barrett,30,262144,27.990,768
products,16,shared_unroll4,30,262144,17.414,768
products,16,shared_unroll8,30,262144,17.756,768
products,16,schoolbook,31,262144,43.520,768
products,16,shared_unroll2,31,262144,16.880,768
products,16,shared_unroll4,31,262144,17.461,768
products,16,karatsuba,31,262144,51.966,768
products,16,karatsuba_barrett,31,262144,28.268,768
products,16,shared_unroll8,31,262144,17.500,768
products,16,flock,31,262144,16.317,768
products,16,shared,31,262144,16.662,768
dot,1024,vec2,0,4096,1684.000,32768
dot,1024,wide16,0,4096,1088.186,32768
dot,1024,wide4,0,4096,715.942,32768
dot,1024,flock,0,4096,856.089,32768
dot,1024,wide1,0,4096,697.042,32768
dot,1024,shared,0,4096,873.616,32768
dot,1024,wide8,0,4096,737.193,32768
dot,1024,wide2,0,4096,712.677,32768
dot,1024,wide2,1,4096,696.889,32768
dot,1024,wide4,1,4096,695.109,32768
dot,1024,shared,1,4096,877.391,32768
dot,1024,wide8,1,4096,735.901,32768
dot,1024,wide16,1,4096,1110.026,32768
dot,1024,flock,1,4096,855.438,32768
dot,1024,vec2,1,4096,1787.252,32768
dot,1024,wide1,1,4096,738.668,32768
dot,1024,wide1,2,4096,770.243,32768
dot,1024,wide4,2,4096,699.961,32768
dot,1024,wide2,2,4096,691.874,32768
dot,1024,wide8,2,4096,748.647,32768
dot,1024,vec2,2,4096,1717.407,32768
dot,1024,shared,2,4096,857.106,32768
dot,1024,flock,2,4096,859.904,32768
dot,1024,wide16,2,4096,1110.148,32768
dot,1024,wide1,3,4096,699.575,32768
dot,1024,shared,3,4096,864.309,32768
dot,1024,wide2,3,4096,692.047,32768
dot,1024,wide4,3,4096,691.732,32768
dot,1024,wide16,3,4096,1101.247,32768
dot,1024,wide8,3,4096,739.848,32768
dot,1024,flock,3,4096,863.037,32768
dot,1024,vec2,3,4096,1712.799,32768
dot,1024,flock,4,4096,849.223,32768
dot,1024,wide2,4,4096,697.083,32768
dot,1024,wide1,4,4096,729.228,32768
dot,1024,wide4,4,4096,696.818,32768
dot,1024,vec2,4,4096,1714.823,32768
dot,1024,wide16,4,4096,1091.248,32768
dot,1024,wide8,4,4096,735.484,32768
dot,1024,shared,4,4096,852.722,32768
dot,1024,wide16,5,4096,1109.497,32768
dot,1024,wide4,5,4096,699.849,32768
dot,1024,vec2,5,4096,1711.528,32768
dot,1024,wide8,5,4096,733.999,32768
dot,1024,shared,5,4096,873.566,32768
dot,1024,wide2,5,4096,693.960,32768
dot,1024,wide1,5,4096,719.004,32768
dot,1024,flock,5,4096,857.666,32768
dot,1024,shared,6,4096,847.311,32768
dot,1024,wide8,6,4096,743.988,32768
dot,1024,vec2,6,4096,1702.962,32768
dot,1024,wide2,6,4096,693.339,32768
dot,1024,wide1,6,4096,685.974,32768
dot,1024,flock,6,4096,860.962,32768
dot,1024,wide4,6,4096,692.780,32768
dot,1024,wide16,6,4096,1099.701,32768
dot,1024,wide2,7,4096,681.793,32768
dot,1024,wide16,7,4096,1089.193,32768
dot,1024,shared,7,4096,855.927,32768
dot,1024,wide8,7,4096,735.941,32768
dot,1024,wide1,7,4096,700.948,32768
dot,1024,wide4,7,4096,695.251,32768
dot,1024,flock,7,4096,857.910,32768
dot,1024,vec2,7,4096,1705.760,32768
dot,1024,wide16,8,4096,1094.381,32768
dot,1024,wide1,8,4096,687.093,32768
dot,1024,wide4,8,4096,693.949,32768
dot,1024,wide2,8,4096,712.667,32768
dot,1024,shared,8,4096,846.792,32768
dot,1024,wide8,8,4096,738.617,32768
dot,1024,vec2,8,4096,1699.056,32768
dot,1024,flock,8,4096,871.633,32768
dot,1024,flock,9,4096,841.766,32768
dot,1024,wide4,9,4096,695.028,32768
dot,1024,vec2,9,4096,1686.412,32768
dot,1024,shared,9,4096,871.063,32768
dot,1024,wide8,9,4096,724.915,32768
dot,1024,wide1,9,4096,685.109,32768
dot,1024,wide16,9,4096,1113.139,32768
dot,1024,wide2,9,4096,697.561,32768
dot,1024,wide1,10,4096,710.052,32768
dot,1024,wide4,10,4096,698.985,32768
dot,1024,flock,10,4096,864.014,32768
dot,1024,wide16,10,4096,1106.761,32768
dot,1024,vec2,10,4096,1719.391,32768
dot,1024,wide2,10,4096,694.326,32768
dot,1024,shared,10,4096,869.975,32768
dot,1024,wide8,10,4096,736.887,32768
dot,1024,vec2,11,4096,1722.646,32768
dot,1024,flock,11,4096,848.674,32768
dot,1024,wide4,11,4096,722.493,32768
dot,1024,wide8,11,4096,722.117,32768
dot,1024,wide1,11,4096,693.329,32768
dot,1024,wide16,11,4096,1092.814,32768
dot,1024,wide2,11,4096,689.636,32768
dot,1024,shared,11,4096,880.239,32768
dot,1024,shared,12,4096,845.154,32768
dot,1024,wide16,12,4096,1121.714,32768
dot,1024,wide8,12,4096,722.453,32768
dot,1024,wide2,12,4096,692.983,32768
dot,1024,vec2,12,4096,1690.104,32768
dot,1024,flock,12,4096,863.037,32768
dot,1024,wide4,12,4096,694.784,32768
dot,1024,wide1,12,4096,694.712,32768
dot,1024,wide8,13,4096,743.764,32768
dot,1024,wide4,13,4096,694.885,32768
dot,1024,wide16,13,4096,1094.075,32768
dot,1024,wide1,13,4096,692.678,32768
dot,1024,flock,13,4096,843.679,32768
dot,1024,vec2,13,4096,1690.694,32768
dot,1024,shared,13,4096,868.347,32768
dot,1024,wide2,13,4096,695.017,32768
dot,1024,wide2,14,4096,698.608,32768
dot,1024,wide4,14,4096,734.599,32768
dot,1024,vec2,14,4096,1670.095,32768
dot,1024,wide8,14,4096,738.932,32768
dot,1024,flock,14,4096,853.210,32768
dot,1024,wide16,14,4096,1098.379,32768
dot,1024,wide1,14,4096,681.671,32768
dot,1024,shared,14,4096,869.385,32768
dot,1024,wide4,15,4096,685.984,32768
dot,1024,wide2,15,4096,691.437,32768
dot,1024,shared,15,4096,860.067,32768
dot,1024,wide16,15,4096,1088.908,32768
dot,1024,wide8,15,4096,736.979,32768
dot,1024,flock,15,4096,852.559,32768
dot,1024,vec2,15,4096,1729.818,32768
dot,1024,wide1,15,4096,694.041,32768
dot,1024,shared,16,4096,868.551,32768
dot,1024,wide16,16,4096,1094.594,32768
dot,1024,wide4,16,4096,696.320,32768
dot,1024,vec2,16,4096,1686.666,32768
dot,1024,wide1,16,4096,699.524,32768
dot,1024,wide8,16,4096,734.070,32768
dot,1024,flock,16,4096,843.486,32768
dot,1024,wide2,16,4096,722.585,32768
dot,1024,wide4,17,4096,685.933,32768
dot,1024,vec2,17,4096,1710.165,32768
dot,1024,wide8,17,4096,724.864,32768
dot,1024,wide1,17,4096,703.247,32768
dot,1024,wide2,17,4096,681.925,32768
dot,1024,shared,17,4096,846.904,32768
dot,1024,wide16,17,4096,1084.422,32768
dot,1024,flock,17,4096,882.772,32768
dot,1024,wide2,18,4096,696.645,32768
dot,1024,vec2,18,4096,1711.314,32768
dot,1024,shared,18,4096,858.887,32768
dot,1024,wide4,18,4096,697.103,32768
dot,1024,wide16,18,4096,1093.282,32768
dot,1024,flock,18,4096,844.635,32768
dot,1024,wide1,18,4096,699.524,32768
dot,1024,wide8,18,4096,729.309,32768
dot,1024,flock,19,4096,850.983,32768
dot,1024,wide1,19,4096,715.383,32768
