family,size,variant,rep,iterations,ns,bytes
dot,16,wide2,0,262144,17.802,512
dot,16,vec2,0,262144,35.099,512
dot,16,wide1,0,262144,15.638,512
dot,16,shared,0,262144,17.719,512
dot,16,wide8,0,262144,16.776,512
dot,16,wide4,0,262144,15.228,512
dot,16,flock,0,262144,15.906,512
dot,16,wide16,0,262144,32.163,512
dot,16,wide4,1,262144,13.760,512
dot,16,wide8,1,262144,14.985,512
dot,16,wide16,1,262144,32.098,512
dot,16,vec2,1,262144,28.190,512
dot,16,wide2,1,262144,13.581,512
dot,16,flock,1,262144,15.546,512
dot,16,wide1,1,262144,13.267,512
dot,16,shared,1,262144,15.194,512
dot,16,wide16,2,262144,31.672,512
dot,16,shared,2,262144,15.254,512
dot,16,vec2,2,262144,28.630,512
dot,16,wide4,2,262144,13.863,512
dot,16,wide1,2,262144,13.185,512
dot,16,wide8,2,262144,15.730,512
dot,16,flock,2,262144,15.411,512
dot,16,wide2,2,262144,13.712,512
dot,16,wide4,3,262144,13.915,512
dot,16,flock,3,262144,14.954,512
dot,16,wide1,3,262144,13.413,512
dot,16,wide8,3,262144,15.173,512
dot,16,wide16,3,262144,31.832,512
dot,16,wide2,3,262144,13.811,512
dot,16,shared,3,262144,15.826,512
dot,16,vec2,3,262144,28.769,512
dot,16,shared,4,262144,16.043,512
dot,16,wide2,4,262144,13.683,512
dot,16,flock,4,262144,15.984,512
dot,16,vec2,4,262144,28.468,512
dot,16,wide16,4,262144,31.939,512
dot,16,wide1,4,262144,13.402,512
dot,16,wide4,4,262144,14.055,512
dot,16,wide8,4,262144,15.186,512
dot,16,wide4,5,262144,14.159,512
dot,16,wide1,5,262144,13.150,512
dot,16,wide16,5,262144,32.135,512
dot,16,flock,5,262144,15.592,512
dot,16,vec2,5,262144,28.282,512
dot,16,wide2,5,262144,13.684,512
dot,16,wide8,5,262144,15.457,512
dot,16,shared,5,262144,15.233,512
dot,16,flock,6,262144,15.324,512
dot,16,shared,6,262144,15.508,512
dot,16,wide4,6,262144,13.872,512
dot,16,wide8,6,262144,15.251,512
dot,16,vec2,6,262144,28.412,512
dot,16,wide2,6,262144,13.978,512
dot,16,wide1,6,262144,13.809,512
dot,16,wide16,6,262144,32.204,512
dot,16,wide8,7,262144,15.312,512
dot,16,shared,7,262144,15.497,512
dot,16,vec2,7,262144,28.661,512
dot,16,wide4,7,262144,14.350,512
dot,16,flock,7,262144,15.670,512
dot,16,wide1,7,262144,14.201,512
dot,16,wide16,7,262144,32.975,512
dot,16,wide2,7,262144,14.658,512
dot,16,wide4,8,262144,14.601,512
dot,16,flock,8,262144,16.006,512
dot,16,wide1,8,262144,13.881,512
dot,16,shared,8,262144,15.831,512
dot,16,wide8,8,262144,20.073,512
dot,16,wide2,8,262144,17.123,512
dot,16,vec2,8,262144,29.788,512
dot,16,wide16,8,262144,32.723,512
dot,16,wide2,9,262144,17.986,512
dot,16,wide16,9,262144,33.062,512
dot,16,wide1,9,262144,15.510,512
dot,16,wide4,9,262144,16.943,512
dot,16,vec2,9,262144,29.903,512
dot,16,wide8,9,262144,15.641,512
