session,variant,bits,protocol,rows,threads,samples,baseline_ms,current_ms,baseline_p10_ms,baseline_p90_ms,current_p10_ms,current_p90_ms,saved_percent,proof_digest
1,generic,64,skip-1,131072,10,21,9.275667,8.610375,9.027125,9.573708,8.500583,8.68675,7.172443771429049,26c53fb2e4a5d007d1650be850289020d36354f90e23a3edf15c5415c67a326a
1,generic,64,skip-1,524288,10,21,32.810708,32.639333,32.464875,33.142834,32.48475,33.118042,0.522314239607391,f8ea0e40d159976fd73215e1aeffd7c606b1bb09f13fb699b3b528f8ecbe0b80
1,generic,64,skip-2,4096,10,21,0.808,0.404292,0.762667,0.870792,0.403041,0.406042,49.96386138613862,c13758a50c6bae7c9bf3d5e34d6035c10bb13ddfea8176ef052a8868ca101184
1,generic,64,skip-2,32768,10,21,4.059791,3.06325,4.008584,4.147042,3.0455,3.083625,24.546608433783913,e6f8211b845acc669da637d51456aac2f2d04dc6c4f83a88ccf985288655b242
1,generic,64,skip-2,131072,10,21,14.152916,11.117208,14.0405,14.294125,11.057292,11.1955,21.449346551622295,fb4e9c5406efacafd559361b5c667f69906577f4eede4b894e04c67adbb51940
1,generic,64,skip-2,524288,10,21,54.005167,42.874291,53.804084,54.56275,42.65625,43.212666,20.61076118883217,05ec829e1fd8e2b38f1c9505cbd6b98f2496a18ef7006c432e7c8dd4bcfb0711
1,generic,64,skip-3,4096,10,21,1.118583,0.484625,1.061167,1.160625,0.479167,0.488625,56.67509697536973,2142031833f54913c65d241c21c12a79bbeec6af92cdf3d9a69e6850dba8fec6
1,generic,64,skip-3,32768,10,21,6.624583,3.665667,6.564417,6.814875,3.653625,3.67925,44.66569442937012,4f3b56a617df95ff3d9236e4459595ba0118cd6ceba65c39f69ce17a53fb9562
1,generic,64,skip-3,131072,10,21,25.093375,14.303167,24.993625,25.299792,14.269333,14.374125,43.00022615530992,cb0e781f4561f4144660d1f59fdd21ef1d46e565fb4734e4736d7390b8e3028c
1,generic,64,skip-3,524288,10,21,100.173291,55.754667,98.052834,101.794875,55.635584,55.930083,44.34178367964371,f810ce93115ff8d210e6cc052ae4680ac3e3dcda0a073654620085ada11b3aa6
1,generic,64,skip-4,4096,10,21,1.85375,0.649875,1.799792,1.91625,0.647333,0.65175,64.94268374915711,d3cd78f9143b6643e06811646bb3cde55d868e11df8d932470daf11557ced208
