session,input,protocol,rows,threads,samples,baseline_ms,candidate_ms,p10_ms,p90_ms,saved_percent
2,field,skip-1,131072,1,21,14.538791,14.552291,14.037333,14.910083,-0.09285503863423195
2,field,skip-1,131072,4,21,11.831583,4.528791,4.454083,4.712208,61.722864979267776
2,field,skip-1,131072,10,21,12.61425,3.653666,3.001333,4.598875,71.03540836752086
2,field,skip-1,524288,1,21,58.043667,58.115625,56.946333,62.87675,-0.12397218115112185
2,field,skip-1,524288,4,21,46.849666,16.164167,16.010125,17.1535,65.49779671855079
2,field,skip-1,524288,10,21,46.527,11.899333,9.733042,14.307042,74.42488662497044
2,field,skip-2,4096,1,21,0.515375,0.510209,0.499084,0.528083,1.0023769100169777
2,field,skip-2,4096,4,21,0.517125,0.519792,0.515625,0.555958,-0.5157360406091271
2,field,skip-2,4096,10,21,0.519542,0.520792,0.511583,0.5515,-0.24059652540122656
2,field,skip-2,32768,1,21,3.88,3.881458,3.821459,3.99575,-0.03757731958762278
2,field,skip-2,32768,4,21,3.879167,1.4655,1.444375,1.5115,62.22127070064269
2,field,skip-2,32768,10,21,4.003458,1.186708,1.04025,1.408458,70.35792557334184
2,field,skip-2,131072,1,21,16.3435,16.348416,15.712917,16.759375,-0.030079236393665276
2,field,skip-2,131072,4,21,14.803833,4.884875,4.736708,7.937542,67.00263370979664
2,field,skip-2,131072,10,21,15.343333,3.737625,2.91025,4.163458,75.64007116315601
2,field,skip-2,524288,1,21,66.829125,65.686625,63.398084,72.473,1.7095839575933414
2,field,skip-2,524288,4,21,60.623125,17.5665,17.098834,20.86225,71.02343371444478
2,field,skip-2,524288,10,21,58.8175,11.152792,9.60175,13.354542,81.03831002677775
2,field,skip-3,4096,1,21,0.626917,0.625292,0.606209,0.641292,0.2592049665266716
2,field,skip-3,4096,4,21,0.625083,0.629,0.6185,0.64925,-0.6266367826352592
2,field,skip-3,4096,10,21,0.627084,0.630792,0.6195,0.648125,-0.5913083414662124
2,field,skip-3,32768,1,21,4.743791,4.758625,4.705666,4.8515,-0.3127034896773573
2,field,skip-3,32768,4,21,4.784458,1.582916,1.554208,1.617792,66.91545834449796
2,field,skip-3,32768,10,21,5.032417,1.451333,1.11425,3.374667,71.1603191865857
2,field,skip-3,131072,1,21,19.679875,19.989833,19.219791,20.584083,-1.5749998412083466
2,field,skip-3,131072,4,21,19.001417,5.567958,5.513709,5.804417,70.69714327094658
2,field,skip-3,131072,10,21,19.526,3.713959,3.33975,4.09275,80.97941718733996
2,field,skip-3,524288,1,21,78.401458,77.825292,76.992208,82.68975,0.734891945504379
2,field,skip-3,524288,4,21,76.978167,20.744792,20.560292,24.746666,73.0510704418306
2,field,skip-3,524288,10,21,76.2275,12.9735,11.404625,14.813,82.98055163818832
2,field,skip-4,4096,1,21,0.849875,0.849834,0.834041,0.880542,0.004824238858658347
2,field,skip-4,4096,4,21,0.876125,0.865083,0.848292,0.947834,1.2603224425738357
2,field,skip-4,4096,10,21,0.859375,0.870709,0.84825,0.917417,-1.3188654545454481
2,field,skip-4,32768,1,21,6.69825,6.665584,6.5265,6.889375,0.4876796178106213
2,field,skip-4,32768,4,21,6.618292,6.6165,6.580375,6.813292,0.02707647229829302
2,field,skip-4,32768,10,21,6.708958,6.683958,6.612958,6.851833,0.3726361083196572
2,field,skip-4,131072,1,21,27.503792,27.778333,26.785875,28.228917,-0.9981932673138294
2,field,skip-4,131072,4,21,26.651917,7.388833,7.263333,7.437917,72.27654205886952
2,field,skip-4,131072,10,21,27.531916,4.638625,4.121584,5.509958,83.15182641120946
2,field,skip-4,524288,1,21,107.043334,107.386709,105.576209,111.849542,-0.320781301524109
2,field,skip-4,524288,4,21,107.333209,28.373792,27.873542,31.101709,73.5647594399232
2,field,skip-4,524288,10,21,111.228041,19.732542,15.31075,37.015459,82.25938187655395
2,field,zero,4096,1,21,0.286583,0.287125,0.284042,0.301,-0.18912496554226443
2,field,zero,4096,4,21,0.299417,0.302459,0.290791,0.303875,-1.0159743768723972
2,field,zero,4096,10,21,0.29025,0.293375,0.289584,0.315208,-1.0766580534022463
2,field,zero,32768,1,21,2.207,2.163666,2.143709,2.272667,1.9634798368826423
2,field,zero,32768,4,21,1.321583,1.026875,1.010334,1.062375,22.2996209848341
2,field,zero,32768,10,21,1.476083,1.178083,1.060375,1.225375,20.188566632093185
2,field,zero,131072,1,21,8.538625,8.577458,8.48175,8.668875,-0.4547921942935851
2,field,zero,131072,4,21,4.206208,2.87725,2.78825,2.954,31.59515649249871
2,field,zero,131072,10,21,4.226875,2.898208,2.378584,3.391959,31.433789738281824
2,field,zero,524288,1,21,34.716583,34.865875,34.11375,35.820791,-0.4300308011303988
2,field,zero,524288,4,21,15.312667,9.7525,9.638958,9.891958,36.310898682770286
2,field,zero,524288,10,21,14.37425,7.911709,7.1175,9.335958,44.95915265144268
2,u128,ordinary,4096,1,21,0.74825,0.758125,0.744916,0.774417,-1.319746074173067
2,u128,ordinary,4096,4,21,0.756541,0.757958,0.753666,0.778458,-0.1872998290905592
2,u128,ordinary,4096,10,21,0.765625,0.755875,0.745834,0.79525,1.2734693877550995
2,u128,ordinary,32768,1,21,5.793709,5.797458,5.710542,5.893333,-0.06470811702832258
2,u128,ordinary,32768,4,21,3.533083,1.983458,1.963166,2.041375,43.860418790048236
2,u128,ordinary,32768,10,21,3.666958,2.030875,1.737875,2.368916,44.61690043900148
2,u128,ordinary,131072,1,21,24.023208,23.838583,23.347125,24.363708,0.7685276670792662
2,u128,ordinary,131072,4,21,13.005542,6.768958,6.659875,6.83425,47.95328022469191
2,u128,ordinary,131072,10,21,11.669708,4.592375,4.193959,4.999375,60.647044467607934
2,u128,ordinary,524288,1,21,95.385292,95.445209,94.887708,96.181708,-0.06281576409075118
2,u128,ordinary,524288,4,21,50.233333,24.955041,24.739,26.267042,50.321749504457536
2,u128,ordinary,524288,10,21,48.787208,18.351375,15.578208,21.883042,62.38486326169761
2,u128,skip-1,4096,1,21,0.574875,0.579834,0.571708,0.623084,-0.862622309197647
2,u128,skip-1,4096,4,21,0.593458,0.593083,0.589708,0.597291,0.06318897040734628
2,u128,skip-1,4096,10,21,0.591792,0.592459,0.583,0.616834,-0.11270851920945901
2,u128,skip-1,32768,1,21,4.520333,4.529708,4.381459,4.7085,-0.20739622501262378
2,u128,skip-1,32768,4,21,4.170708,1.688792,1.635459,1.812125,59.50826574289066
2,u128,skip-1,32768,10,21,4.351167,1.344,1.249959,1.518,69.11173485182252
2,u128,skip-1,131072,1,21,17.753,17.841584,17.660416,18.837833,-0.49898045400778024
2,u128,skip-1,131072,4,21,15.74125,5.59175,5.49075,5.718333,64.47709044707378
2,u128,skip-1,131072,10,21,16.22625,4.587583,3.355125,9.695542,71.72739850550805
2,u128,skip-1,524288,1,21,73.404584,73.698958,72.28775,74.687291,-0.4010294506948009
2,u128,skip-1,524288,4,21,64.811166,21.863584,20.603375,26.948208,66.26571415178675
2,u128,skip-1,524288,10,21,63.8715,14.585375,12.325375,16.782041,77.16450216450217
2,u128,skip-2,4096,1,21,0.700625,0.69925,0.695875,0.729667,0.19625334522747062
2,u128,skip-2,4096,4,21,0.721625,0.723125,0.697459,0.749458,-0.2078641953923377
2,u128,skip-2,4096,10,21,0.710417,0.712791,0.709333,0.80475,-0.3341699311812718
2,u128,skip-2,32768,1,21,5.533666,5.520875,5.423458,5.5835,0.23114875382793665
2,u128,skip-2,32768,4,21,5.459166,2.195958,2.108333,2.262166,59.77484472903004
2,u128,skip-2,32768,10,21,5.7415,1.515625,1.392833,1.626083,73.60228163371941
2,u128,skip-2,131072,1,21,22.154,22.248625,21.87175,23.168417,-0.42712376997382506
2,u128,skip-2,131072,4,21,21.516959,7.680625,7.180833,11.734375,64.30431921165068
2,u128,skip-2,131072,10,21,21.447084,4.218208,3.518209,5.381625,80.33202089384272
2,u128,skip-2,524288,1,21,91.080708,90.407292,89.209834,91.090875,0.7393618415877934
2,u128,skip-2,524288,4,21,84.972292,27.350667,26.117291,37.589709,67.81225225747707
2,u128,skip-2,524288,10,21,85.795583,16.086541,14.1735,22.740084,81.25015246997039
2,u128,skip-3,4096,1,21,0.869917,0.869375,0.864291,0.908167,0.06230479459534699
2,u128,skip-3,4096,4,21,0.898416,0.900125,0.891792,0.915375,-0.19022368257022304
2,u128,skip-3,4096,10,21,0.886417,0.89175,0.881166,0.958458,-0.6016355733249767
2,u128,skip-3,32768,1,21,6.936167,6.900791,6.755583,6.96025,0.5100223221269018
2,u128,skip-3,32768,4,21,6.966875,2.196958,2.163208,2.267042,68.4656607158877
2,u128,skip-3,32768,10,21,7.243542,1.884125,1.458167,3.332542,73.98889935338264
2,u128,skip-3,131072,1,21,27.737875,27.7245,27.257125,28.216334,0.048219266977012065
2,u128,skip-3,131072,4,21,27.529791,7.971125,7.864917,8.127875,71.04545762806553
2,u128,skip-3,131072,10,21,27.762084,5.105333,4.526209,7.942041,81.6104115238611
2,u128,skip-3,524288,1,21,113.249583,112.366833,109.926084,115.532875,0.7794730687882501
2,u128,skip-3,524288,4,21,110.312625,30.660083,29.983458,33.326625,72.20618854822827
2,u128,skip-3,524288,10,21,111.738125,18.068875,16.333875,24.738416,83.82926597345354
2,u128,skip-4,4096,1,21,1.171291,1.165333,1.163708,1.218584,0.5086694937466385
2,u128,skip-4,4096,4,21,1.217292,1.210916,1.189709,1.246083,0.5237855830811378
2,u128,skip-4,4096,10,21,1.204,1.189334,1.183041,1.212833,1.2181063122923552
2,u128,skip-4,32768,1,21,9.27825,9.285917,9.19675,9.535875,-0.08263411742515103
2,u128,skip-4,32768,4,21,9.355709,9.410792,9.306375,9.651583,-0.5887635025843663
2,u128,skip-4,32768,10,21,9.788625,9.732167,9.431917,10.069291,0.5767715077449553
2,u128,skip-4,131072,1,21,37.194666,37.069084,36.929375,37.87225,0.33763443392662573
2,u128,skip-4,131072,4,21,37.443958,10.240375,10.15525,10.385584,72.65146221988606
2,u128,skip-4,131072,10,21,39.124417,6.411208,5.679125,7.578875,83.61328170078546
2,u128,skip-4,524288,1,21,156.397292,158.177417,153.205875,174.089167,-1.138207047728157
2,u128,skip-4,524288,4,21,156.706625,42.293583,39.391625,79.088041,73.01097959323673
2,u128,skip-4,524288,10,21,155.135584,24.280084,22.339333,27.971333,84.3491200574589
2,u128,zero,4096,1,21,0.5685,0.568375,0.565042,0.59675,0.021987686895341696
2,u128,zero,4096,4,21,0.575417,0.574458,0.572417,0.585375,0.16666174270137946
2,u128,zero,4096,10,21,0.574791,0.580583,0.567417,0.644375,-1.0076706141884717
2,u128,zero,32768,1,21,4.337459,4.389,4.2725,4.485667,-1.1882763618053849
2,u128,zero,32768,4,21,3.177083,1.616542,1.585125,1.670917,49.11867269441812
2,u128,zero,32768,10,21,3.464334,1.677167,1.377834,2.041333,51.58760673768753
2,u128,zero,131072,1,21,17.406167,17.368917,17.264417,17.692083,0.2140046111243188
2,u128,zero,131072,4,21,11.518209,5.204375,5.134917,5.747708,54.81610899750127
2,u128,zero,131072,10,21,11.196166,4.3065,3.732584,4.824292,61.53594007091356
2,u128,zero,524288,1,21,71.569125,71.788416,70.673958,72.713708,-0.30640447259904224
2,u128,zero,524288,4,21,45.345792,19.277417,18.891333,20.373625,57.48796933572138
2,u128,zero,524288,10,21,43.96725,12.295916,11.468417,13.883833,72.03392070234095
2,u32,ordinary,4096,1,21,0.417333,0.411959,0.411166,0.441584,1.2877007090261294
2,u32,ordinary,4096,4,21,0.43625,0.437125,0.433333,0.439709,-0.20057306590257618
2,u32,ordinary,4096,10,21,0.443792,0.450583,0.42375,0.486542,-1.5302213649637686
2,u32,ordinary,32768,1,21,3.152167,3.175542,3.098375,3.268667,-0.7415533504411487
2,u32,ordinary,32768,4,21,1.790708,1.331833,1.278583,1.38125,25.625339251290548
2,u32,ordinary,32768,10,21,1.837542,1.302417,1.128333,1.592667,29.12178333882981
2,u32,ordinary,131072,1,21,12.571875,12.555792,12.421833,12.712583,0.12792841163310475
2,u32,ordinary,131072,4,21,5.882459,3.907,3.836041,4.078667,33.58219751297884
2,u32,ordinary,131072,10,21,5.568292,3.188875,2.602125,4.949834,42.7315413774996
2,u32,ordinary,524288,1,21,51.681167,52.190167,51.032083,52.960167,-0.9848848807922694
2,u32,ordinary,524288,4,21,21.927791,13.93125,13.875084,14.469042,36.467608615934
2,u32,ordinary,524288,10,21,20.234917,10.59075,8.476958,12.62375,47.66101585689726
2,u32,skip-1,4096,1,21,0.373083,0.379209,0.371583,0.4025,-1.6419938726771166
2,u32,skip-1,4096,4,21,0.389916,0.385292,0.382417,0.395,1.1858964494916857
2,u32,skip-1,4096,10,21,0.398791,0.389584,0.380417,0.440959,2.3087281307752727
2,u32,skip-1,32768,1,21,2.89425,2.887041,2.767583,3.071167,0.2490800725576614
2,u32,skip-1,32768,4,21,2.533375,1.265583,1.241042,1.291167,50.043597967138695
2,u32,skip-1,32768,10,21,2.617,1.275,1.044709,1.543375,51.28009170806267
2,u32,skip-1,131072,1,21,11.173,11.170708,11.073791,11.288625,0.02051373847667959
2,u32,skip-1,131072,4,21,8.934334,3.742959,3.657584,3.92725,58.10589798859098
2,u32,skip-1,131072,10,21,9.133333,2.892916,2.597584,3.399,68.32573607028235
2,u32,skip-1,524288,1,21,46.30575,46.549666,45.26925,47.038625,-0.5267509974463236
2,u32,skip-1,524288,4,21,35.004209,13.500125,13.168042,14.420791,61.43285226070956
2,u32,skip-1,524288,10,21,33.167334,7.847666,7.459667,9.597083,76.33917154752324
2,u32,skip-2,4096,1,21,0.38375,0.383125,0.38225,0.423959,0.16286644951140072
2,u32,skip-2,4096,4,21,0.406709,0.406209,0.396166,0.409291,0.12293802202557602
2,u32,skip-2,4096,10,21,0.411541,0.415916,0.39,0.4545,-1.0630775548487348
2,u32,skip-2,32768,1,21,3.004,3.030375,2.936417,3.182,-0.8779960053262315
2,u32,skip-2,32768,4,21,2.925458,1.312334,1.263625,1.34425,55.14090443274181
2,u32,skip-2,32768,10,21,2.991291,1.165083,0.980625,1.30325,61.05083056111893
2,u32,skip-2,131072,1,21,11.69625,11.696958,11.518041,12.30025,-0.006053222186608309
2,u32,skip-2,131072,4,21,10.785584,3.7675,3.65225,3.975625,65.06911447725037
2,u32,skip-2,131072,10,21,10.815833,2.573875,2.371042,2.996625,76.20271133994025
2,u32,skip-2,524288,1,21,48.19725,47.587667,46.611,49.278875,1.2647671807001437
2,u32,skip-2,524288,4,21,41.858625,13.31875,12.981917,16.531375,68.18158742672507
2,u32,skip-2,524288,10,21,43.057375,9.321167,8.47825,12.060917,78.35175274851288
2,u32,skip-3,4096,1,21,0.450125,0.453666,0.441541,0.4995,-0.7866703693418575
2,u32,skip-3,4096,4,21,0.469375,0.469625,0.455625,0.472084,-0.05326231691078487
2,u32,skip-3,4096,10,21,0.481333,0.476458,0.459,0.507,1.0128123357426189
2,u32,skip-3,32768,1,21,3.445541,3.44225,3.370417,3.529167,0.09551475370631612
2,u32,skip-3,32768,4,21,3.417083,1.25375,1.222791,1.317125,63.30934893884638
2,u32,skip-3,32768,10,21,3.541958,1.213458,1.035209,1.453167,65.74047461884076
2,u32,skip-3,131072,1,21,13.644334,13.632375,13.472541,13.925,0.0876481036011012
2,u32,skip-3,131072,4,21,13.410333,4.186959,4.129667,4.316542,68.77811311620674
2,u32,skip-3,131072,10,21,13.677,2.74425,2.46475,3.550375,79.93529282737443
2,u32,skip-3,524288,1,21,56.562917,55.419916,54.375583,57.567959,2.020760350814299
2,u32,skip-3,524288,4,21,52.957834,15.49075,15.284041,18.756084,70.74889807615621
2,u32,skip-3,524288,10,21,56.396625,11.733458,8.759708,14.273625,79.19475145897472
2,u32,skip-4,4096,1,21,0.590708,0.597125,0.579291,0.64425,-1.0863235304075847
2,u32,skip-4,4096,4,21,0.602292,0.601917,0.596417,0.619083,0.06226215855432704
2,u32,skip-4,4096,10,21,0.601125,0.601458,0.589375,0.648083,-0.055396132252027996
2,u32,skip-4,32768,1,21,4.491583,4.53625,4.433,4.600333,-0.9944600823362348
2,u32,skip-4,32768,4,21,4.584666,4.580875,4.5195,4.715625,0.08268868441015931
2,u32,skip-4,32768,10,21,4.714292,4.74275,4.527541,4.95875,-0.6036537405828879
2,u32,skip-4,131072,1,21,18.8245,18.780791,18.175125,19.103916,0.23219209009535113
2,u32,skip-4,131072,4,21,18.08175,5.199667,5.152625,5.287542,71.24356326129937
2,u32,skip-4,131072,10,21,19.016375,3.592459,3.257167,4.615417,81.10860245446358
2,u32,skip-4,524288,1,21,74.749,74.664958,74.219084,75.506584,0.11243227334144512
2,u32,skip-4,524288,4,21,72.89275,20.091917,19.405709,21.338875,72.43633008769734
2,u32,skip-4,524288,10,21,74.191917,12.563,10.959583,19.182333,83.0668885398931
2,u32,zero,4096,1,21,0.361167,0.361125,0.360625,0.368667,0.01162896942411562
2,u32,zero,4096,4,21,0.383209,0.383417,0.375125,0.384917,-0.054278474670477195
2,u32,zero,4096,10,21,0.373,0.390417,0.368125,0.413541,-4.669436997319032
2,u32,zero,32768,1,21,2.78075,2.734459,2.708625,2.826916,1.6646947765890485
2,u32,zero,32768,4,21,1.680792,1.208541,1.182833,1.239833,28.096932874502023
2,u32,zero,32768,10,21,1.768958,1.303125,1.222166,1.413292,26.333751281828054
2,u32,zero,131072,1,21,10.938292,10.908625,10.87225,11.074917,0.2712215033206289
2,u32,zero,131072,4,21,5.469334,3.545042,3.447834,3.619292,35.183296540310025
2,u32,zero,131072,10,21,4.844417,2.7475,2.441959,3.508458,43.285229161734016
2,u32,zero,524288,1,21,45.363084,44.765083,44.413709,46.245541,1.3182547288892454
2,u32,zero,524288,4,21,20.210167,12.40275,12.2805,13.180917,38.631135507192994
2,u32,zero,524288,10,21,18.348458,9.28725,8.261084,12.677417,49.384029982247014
2,u64,ordinary,4096,1,21,0.4595,0.46125,0.435041,0.46825,-0.3808487486398171
2,u64,ordinary,4096,4,21,0.443875,0.440791,0.436292,0.452791,0.6947901999436734
2,u64,ordinary,4096,10,21,0.435042,0.435333,0.434667,0.439833,-0.06689009337028651
2,u64,ordinary,32768,1,21,3.282375,3.270417,3.234625,3.421792,0.36430937964126997
2,u64,ordinary,32768,4,21,1.876042,1.326833,1.309708,1.375417,29.274877641332118
2,u64,ordinary,32768,10,21,2.046292,1.494958,1.236833,1.699709,26.943075572792154
2,u64,ordinary,131072,1,21,13.463292,13.671209,13.182417,13.884083,-1.5443251175121242
2,u64,ordinary,131072,4,21,6.201542,4.029792,3.97375,4.217583,35.01951611389554
2,u64,ordinary,131072,10,21,6.051958,3.685083,2.757834,4.365166,39.109243653045844
2,u64,ordinary,524288,1,21,53.765125,54.159167,52.963958,55.242625,-0.7328951620590551
2,u64,ordinary,524288,4,21,23.985625,14.875417,14.664708,16.834416,37.9819496052323
2,u64,ordinary,524288,10,21,21.82375,11.47025,9.732541,13.47875,47.44143421730912
2,u64,skip-1,4096,1,21,0.409625,0.409875,0.391167,0.435125,-0.06103143118705301
2,u64,skip-1,4096,4,21,0.404125,0.404209,0.387583,0.405,-0.02078564800493954
2,u64,skip-1,4096,10,21,0.388917,0.390584,0.387042,0.41725,-0.42862615930905346
2,u64,skip-1,32768,1,21,2.875125,2.905791,2.842875,3.013625,-1.066597104473721
2,u64,skip-1,32768,4,21,2.575583,1.237292,1.20575,1.262167,51.96070171297139
2,u64,skip-1,32768,10,21,2.904,1.407667,1.116666,1.531125,51.52661845730028
2,u64,skip-1,131072,1,21,11.877875,11.918541,11.565666,12.206875,-0.3423676373088602
2,u64,skip-1,131072,4,21,9.228541,3.730625,3.659417,3.774041,59.575137608425855
2,u64,skip-1,131072,10,21,9.470083,3.016417,2.712583,3.839375,68.14793492306245
2,u64,skip-1,524288,1,21,47.448791,47.298791,46.255417,48.334542,0.31613028875698834
2,u64,skip-1,524288,4,21,36.366375,13.306833,13.0775,13.770333,63.40896501232252
2,u64,skip-1,524288,10,21,36.499125,9.571958,8.345375,11.988042,73.77482884863677
2,u64,skip-2,4096,1,21,0.433791,0.432833,0.414208,0.469625,0.2208436781768186
2,u64,skip-2,4096,4,21,0.420917,0.422375,0.417959,0.428959,-0.3463865797770138
2,u64,skip-2,4096,10,21,0.415417,0.41675,0.414667,0.4615,-0.3208823904654823
2,u64,skip-2,32768,1,21,3.171084,3.109875,3.070417,3.184625,1.9302232296590116
2,u64,skip-2,32768,4,21,3.109042,1.304166,1.23425,1.389375,58.05248047469285
2,u64,skip-2,32768,10,21,3.291042,1.064875,1.0075,1.23025,67.64322667410504
2,u64,skip-2,131072,1,21,12.967292,13.064584,12.6435,13.339958,-0.7502877239133676
2,u64,skip-2,131072,4,21,11.513125,3.922666,3.868167,4.063375,65.92874653927583
2,u64,skip-2,131072,10,21,11.688042,2.660958,2.422292,2.970042,77.23350070097284
2,u64,skip-2,524288,1,21,50.018709,49.864,49.706625,51.295084,0.30930226527837723
2,u64,skip-2,524288,4,21,45.158,14.567791,14.250916,15.464292,67.74039815758005
2,u64,skip-2,524288,10,21,45.267333,8.965958,7.877042,11.259458,80.19331512196666
2,u64,skip-3,4096,1,21,0.519417,0.519417,0.496834,0.570458,0.0
2,u64,skip-3,4096,4,21,0.497542,0.500708,0.497125,0.506166,-0.6363281893789763
2,u64,skip-3,4096,10,21,0.491458,0.491584,0.490875,0.518667,-0.025637999584904314
2,u64,skip-3,32768,1,21,3.824541,3.761,3.682167,4.077125,1.6614019826169946
2,u64,skip-3,32768,4,21,3.751,1.293,1.261292,1.354292,65.52919221540922
2,u64,skip-3,32768,10,21,3.863417,1.056291,0.921333,1.676167,72.65915121251471
2,u64,skip-3,131072,1,21,15.542958,15.5055,15.113333,15.916875,0.24099659794486472
2,u64,skip-3,131072,4,21,14.690875,4.495083,4.416583,4.654125,69.40221055587227
2,u64,skip-3,131072,10,21,14.983042,2.990334,2.537208,3.141708,80.0418766763118
2,u64,skip-3,524288,1,21,61.823875,61.941209,59.752291,62.822292,-0.1897875214065703
2,u64,skip-3,524288,4,21,58.056333,16.700875,16.477958,17.559041,71.23332780938817
2,u64,skip-3,524288,10,21,58.718417,10.298041,9.11575,11.906791,82.4619914395853
2,u64,skip-4,4096,1,21,0.669375,0.668459,0.661958,0.691583,0.1368440709617169
2,u64,skip-4,4096,4,21,0.676166,0.675375,0.669542,0.691792,0.11698310769840958
2,u64,skip-4,4096,10,21,0.662958,0.667208,0.662334,0.690583,-0.6410662515574206
2,u64,skip-4,32768,1,21,5.154875,5.182,5.079834,5.44325,-0.5262009263076184
2,u64,skip-4,32768,4,21,5.103084,5.106208,5.093083,5.169209,-0.06121788314674692
2,u64,skip-4,32768,10,21,5.289416,5.329208,5.154209,5.479083,-0.7522947712942152
2,u64,skip-4,131072,1,21,21.053584,21.348459,20.440291,21.606667,-1.4005928871777762
2,u64,skip-4,131072,4,21,20.460083,5.776833,5.6875,5.966958,71.76534914350054
2,u64,skip-4,131072,10,21,20.871375,3.666791,3.227625,3.826542,82.43148331147326
2,u64,skip-4,524288,1,21,81.673125,81.816834,81.186917,86.818666,-0.1759562891710198
2,u64,skip-4,524288,4,21,81.942167,22.008042,21.754542,23.352416,73.14198195417507
2,u64,skip-4,524288,10,21,83.825583,14.425792,12.490958,15.141125,82.7907048376866
2,u64,zero,4096,1,21,0.401417,0.394667,0.377542,0.423917,1.6815431334497588
2,u64,zero,4096,4,21,0.382583,0.384833,0.382583,0.394,-0.5881076785952288
2,u64,zero,4096,10,21,0.384625,0.382875,0.3765,0.392,0.45498862528436934
2,u64,zero,32768,1,21,2.855125,2.860667,2.789542,2.953875,-0.1941070881309903
2,u64,zero,32768,4,21,1.717333,1.206167,1.1905,1.230125,29.765106709065748
2,u64,zero,32768,10,21,2.034042,1.374458,1.155959,1.648125,32.4272556810528
2,u64,zero,131072,1,21,11.717792,11.808583,11.409,11.994375,-0.7748132071297986
2,u64,zero,131072,4,21,5.751584,3.583375,3.536,3.692083,37.69759774003126
2,u64,zero,131072,10,21,5.923875,3.511875,2.972791,4.028,40.716591757928725
2,u64,zero,524288,1,21,46.442541,46.330417,45.498333,47.5805,0.24142520539519596
2,u64,zero,524288,4,21,22.118167,13.007666,12.804083,14.459916,41.19012665018761
2,u64,zero,524288,10,21,21.381792,10.777125,8.816125,17.257666,49.59671761842974
