family,size,variant,rep,iterations,ns,bytes
dot,16,wide1,0,262144,13.306,512
dot,16,vec2,0,262144,28.792,512
dot,16,wide4,0,262144,14.130,512
dot,16,shared,0,262144,15.174,512
dot,16,wide2,0,262144,13.647,512
dot,16,wide16,0,262144,31.856,512
dot,16,wide8,0,262144,15.382,512
dot,16,flock,0,262144,15.254,512
dot,16,flock,1,262144,15.507,512
dot,16,wide8,1,262144,15.257,512
dot,16,wide4,1,262144,14.039,512
dot,16,wide1,1,262144,13.370,512
dot,16,shared,1,262144,15.363,512
dot,16,wide16,1,262144,32.458,512
dot,16,wide2,1,262144,13.865,512
dot,16,vec2,1,262144,28.769,512
dot,16,vec2,2,262144,28.409,512
dot,16,shared,2,262144,15.119,512
dot,16,wide2,2,262144,13.840,512
dot,16,flock,2,262144,15.111,512
dot,16,wide8,2,262144,15.367,512
dot,16,wide4,2,262144,13.802,512
dot,16,wide1,2,262144,13.376,512
dot,16,wide16,2,262144,31.832,512
dot,16,vec2,3,262144,28.369,512
dot,16,wide4,3,262144,14.029,512
dot,16,wide8,3,262144,15.183,512
dot,16,flock,3,262144,15.335,512
dot,16,wide2,3,262144,13.593,512
dot,16,wide1,3,262144,13.393,512
dot,16,wide16,3,262144,31.847,512
dot,16,shared,3,262144,15.101,512
dot,16,vec2,4,262144,28.416,512
dot,16,wide8,4,262144,15.352,512
dot,16,wide4,4,262144,13.900,512
dot,16,wide2,4,262144,13.590,512
dot,16,shared,4,262144,15.273,512
dot,16,wide16,4,262144,31.674,512
dot,16,flock,4,262144,15.158,512
dot,16,wide1,4,262144,13.493,512
dot,16,wide4,5,262144,13.803,512
dot,16,wide16,5,262144,31.756,512
dot,16,wide1,5,262144,13.388,512
dot,16,wide2,5,262144,13.738,512
dot,16,wide8,5,262144,15.320,512
dot,16,flock,5,262144,15.282,512
dot,16,shared,5,262144,15.270,512
dot,16,vec2,5,262144,28.474,512
dot,16,flock,6,262144,15.488,512
dot,16,shared,6,262144,15.159,512
dot,16,wide8,6,262144,15.440,512
dot,16,wide1,6,262144,13.175,512
dot,16,wide2,6,262144,13.870,512
dot,16,wide16,6,262144,31.558,512
dot,16,wide4,6,262144,13.827,512
dot,16,vec2,6,262144,28.505,512
dot,16,wide4,7,262144,13.909,512
dot,16,wide16,7,262144,31.471,512
dot,16,wide1,7,262144,13.295,512
dot,16,wide8,7,262144,15.160,512
dot,16,flock,7,262144,15.340,512
dot,16,vec2,7,262144,28.691,512
dot,16,shared,7,262144,15.173,512
dot,16,wide2,7,262144,13.939,512
dot,16,wide8,8,262144,15.249,512
dot,16,wide1,8,262144,13.539,512
dot,16,flock,8,262144,15.185,512
dot,16,shared,8,262144,15.316,512
dot,16,vec2,8,262144,28.228,512
dot,16,wide16,8,262144,31.545,512
dot,16,wide4,8,262144,13.980,512
dot,16,wide2,8,262144,13.594,512
dot,16,wide8,9,262144,15.632,512
dot,16,wide4,9,262144,13.947,512
dot,16,flock,9,262144,15.337,512
dot,16,wide16,9,262144,31.533,512
dot,16,wide2,9,262144,13.924,512
dot,16,shared,9,262144,15.067,512
dot,16,vec2,9,262144,28.456,512
dot,16,wide1,9,262144,13.386,512
dot,16,wide4,10,262144,14.167,512
dot,16,wide1,10,262144,13.531,512
dot,16,vec2,10,262144,28.422,512
dot,16,flock,10,262144,15.110,512
dot,16,shared,10,262144,15.282,512
dot,16,wide8,10,262144,15.206,512
dot,16,wide2,10,262144,13.822,512
dot,16,wide16,10,262144,31.741,512
dot,16,vec2,11,262144,28.368,512
dot,16,flock,11,262144,15.152,512
dot,16,wide2,11,262144,13.648,512
dot,16,shared,11,262144,15.322,512
dot,16,wide16,11,262144,31.579,512
dot,16,wide8,11,262144,15.180,512
dot,16,wide1,11,262144,13.497,512
dot,16,wide4,11,262144,13.804,512
dot,16,vec2,12,262144,28.564,512
dot,16,wide8,12,262144,15.672,512
dot,16,shared,12,262144,15.283,512
dot,16,wide2,12,262144,13.800,512
dot,16,wide4,12,262144,14.008,512
dot,16,wide16,12,262144,31.808,512
dot,16,wide1,12,262144,13.179,512
dot,16,flock,12,262144,15.401,512
dot,16,shared,13,262144,15.534,512
dot,16,wide2,13,262144,14.583,512
dot,16,wide8,13,262144,15.682,512
dot,16,wide1,13,262144,14.257,512
dot,16,wide4,13,262144,14.601,512
dot,16,vec2,13,262144,28.386,512
dot,16,wide16,13,262144,31.899,512
dot,16,flock,13,262144,15.922,512
dot,16,wide16,14,262144,31.386,512
dot,16,flock,14,262144,15.197,512
dot,16,vec2,14,262144,28.613,512
dot,16,wide2,14,262144,13.698,512
dot,16,wide8,14,262144,15.361,512
dot,16,wide1,14,262144,13.216,512
dot,16,shared,14,262144,15.432,512
dot,16,wide4,14,262144,13.822,512
dot,16,wide2,15,262144,13.794,512
dot,16,shared,15,262144,15.119,512
dot,16,flock,15,262144,15.396,512
dot,16,vec2,15,262144,28.435,512
dot,16,wide1,15,262144,13.161,512
dot,16,wide8,15,262144,15.284,512
dot,16,wide4,15,262144,13.936,512
dot,16,wide16,15,262144,31.730,512
dot,16,wide8,16,262144,15.395,512
dot,16,wide16,16,262144,31.954,512
dot,16,wide2,16,262144,13.866,512
dot,16,shared,16,262144,15.229,512
dot,16,vec2,16,262144,28.640,512
dot,16,wide1,16,262144,13.419,512
dot,16,wide4,16,262144,13.654,512
dot,16,flock,16,262144,15.131,512
dot,16,wide16,17,262144,31.633,512
dot,16,wide8,17,262144,15.223,512
dot,16,wide4,17,262144,13.992,512
dot,16,wide2,17,262144,13.818,512
dot,16,flock,17,262144,15.310,512
dot,16,shared,17,262144,15.418,512
dot,16,wide1,17,262144,13.400,512
dot,16,vec2,17,262144,28.548,512
dot,16,shared,18,262144,15.342,512
dot,16,wide2,18,262144,13.593,512
dot,16,wide8,18,262144,15.370,512
dot,16,wide4,18,262144,13.802,512
dot,16,vec2,18,262144,28.556,512
dot,16,wide1,18,262144,13.212,512
dot,16,flock,18,262144,15.308,512
dot,16,wide16,18,262144,31.554,512
dot,16,wide2,19,262144,13.595,512
dot,16,flock,19,262144,15.360,512
dot,16,wide16,19,262144,31.542,512
dot,16,wide8,19,262144,15.167,512
dot,16,vec2,19,262144,28.369,512
dot,16,shared,19,262144,15.395,512
dot,16,wide1,19,262144,13.197,512
dot,16,wide4,19,262144,13.912,512
dot,16,wide16,20,262144,31.928,512
dot,16,vec2,20,262144,28.294,512
dot,16,shared,20,262144,15.353,512
dot,16,wide8,20,262144,15.172,512
dot,16,flock,20,262144,15.687,512
dot,16,wide4,20,262144,13.833,512
dot,16,wide2,20,262144,13.890,512
dot,16,wide1,20,262144,13.217,512
dot,16,wide4,21,262144,14.058,512
dot,16,wide8,21,262144,15.227,512
dot,16,vec2,21,262144,28.546,512
dot,16,shared,21,262144,15.131,512
dot,16,wide2,21,262144,13.824,512
dot,16,wide16,21,262144,31.889,512
dot,16,wide1,21,262144,13.174,512
dot,16,flock,21,262144,15.306,512
dot,16,wide8,22,262144,15.167,512
dot,16,wide1,22,262144,13.400,512
dot,16,wide4,22,262144,13.805,512
dot,16,flock,22,262144,15.271,512
dot,16,wide2,22,262144,13.589,512
dot,16,shared,22,262144,15.219,512
dot,16,wide16,22,262144,31.622,512
dot,16,vec2,22,262144,28.359,512
dot,16,wide4,23,262144,14.075,512
dot,16,wide1,23,262144,13.161,512
dot,16,flock,23,262144,15.316,512
dot,16,vec2,23,262144,28.493,512
dot,16,wide2,23,262144,13.606,512
dot,16,wide8,23,262144,15.353,512
dot,16,shared,23,262144,15.174,512
dot,16,wide16,23,262144,31.874,512
products,16,schoolbook,0,262144,43.261,768
products,16,karatsuba_barrett,0,262144,28.014,768
products,16,shared,0,262144,16.848,768
products,16,karatsuba,0,262144,50.915,768
products,16,flock,0,262144,16.458,768
products,16,shared,1,262144,16.695,768
products,16,flock,1,262144,16.304,768
products,16,schoolbook,1,262144,44.038,768
products,16,karatsuba_barrett,1,262144,28.625,768
products,16,karatsuba,1,262144,51.992,768
products,16,karatsuba,2,262144,50.718,768
products,16,flock,2,262144,16.232,768
