family,size,variant,rep,iterations,ns,bytes
dot,16,wide2,0,131072,19.521,512
dot,16,vec2,0,131072,40.508,512
dot,16,wide1,0,131072,17.689,512
dot,16,shared,0,131072,19.572,512
dot,16,wide8,0,131072,19.641,512
dot,16,wide4,0,131072,17.874,512
dot,16,flock,0,131072,18.548,512
dot,16,wide16,0,131072,37.515,512
dot,16,wide4,1,131072,16.466,512
dot,16,wide8,1,131072,17.967,512
dot,16,wide16,1,131072,34.821,512
dot,16,vec2,1,131072,30.798,512
dot,16,wide2,1,131072,14.234,512
dot,16,flock,1,131072,15.761,512
dot,16,wide1,1,131072,13.740,512
dot,16,shared,1,131072,15.782,512
dot,16,wide16,2,131072,31.578,512
dot,16,shared,2,131072,15.119,512
dot,16,vec2,2,131072,28.233,512
dot,16,wide4,2,131072,13.805,512
dot,16,wide1,2,131072,13.172,512
dot,16,wide8,2,131072,15.231,512
dot,16,flock,2,131072,15.132,512
dot,16,wide2,2,131072,13.617,512
dot,16,wide4,3,131072,13.805,512
dot,16,flock,3,131072,15.108,512
dot,16,wide1,3,131072,13.168,512
dot,16,wide8,3,131072,15.305,512
dot,16,wide16,3,131072,31.352,512
dot,16,wide2,3,131072,13.619,512
dot,16,shared,3,131072,15.114,512
dot,16,vec2,3,131072,28.299,512
dot,16,shared,4,131072,15.149,512
dot,16,wide2,4,131072,13.596,512
dot,16,flock,4,131072,15.110,512
dot,16,vec2,4,131072,28.213,512
dot,16,wide16,4,131072,31.576,512
dot,16,wide1,4,131072,13.185,512
dot,16,wide4,4,131072,13.837,512
dot,16,wide8,4,131072,15.422,512
dot,16,wide4,5,131072,14.255,512
dot,16,wide1,5,131072,13.728,512
dot,16,wide16,5,131072,31.268,512
dot,16,flock,5,131072,15.198,512
dot,16,vec2,5,131072,29.119,512
dot,16,wide2,5,131072,14.402,512
dot,16,wide8,5,131072,15.330,512
dot,16,shared,5,131072,15.108,512
dot,16,flock,6,131072,15.115,512
dot,16,shared,6,131072,15.109,512
dot,16,wide4,6,131072,13.885,512
dot,16,wide8,6,131072,15.346,512
dot,16,vec2,6,131072,29.229,512
dot,16,wide2,6,131072,14.185,512
dot,16,wide1,6,131072,17.599,512
dot,16,wide16,6,131072,32.305,512
dot,16,wide8,7,131072,15.382,512
dot,16,shared,7,131072,15.614,512
dot,16,vec2,7,131072,29.799,512
dot,16,wide4,7,131072,13.593,512
dot,16,flock,7,131072,15.136,512
dot,16,wide1,7,131072,13.188,512
dot,16,wide16,7,131072,32.113,512
dot,16,wide2,7,131072,13.822,512
dot,16,wide4,8,131072,14.034,512
dot,16,flock,8,131072,15.255,512
dot,16,wide1,8,131072,13.501,512
dot,16,shared,8,131072,15.436,512
dot,16,wide8,8,131072,15.465,512
dot,16,wide2,8,131072,13.356,512
dot,16,vec2,8,131072,28.718,512
dot,16,wide16,8,131072,31.972,512
dot,16,wide2,9,131072,14.212,512
dot,16,wide16,9,131072,31.737,512
dot,16,wide1,9,131072,13.752,512
dot,16,wide4,9,131072,14.091,512
dot,16,vec2,9,131072,28.817,512
dot,16,wide8,9,131072,15.840,512
dot,16,shared,9,131072,15.047,512
dot,16,flock,9,131072,14.950,512
dot,16,vec2,10,131072,28.186,512
dot,16,flock,10,131072,15.523,512
dot,16,wide2,10,131072,13.858,512
dot,16,wide16,10,131072,32.049,512
dot,16,shared,10,131072,15.295,512
dot,16,wide1,10,131072,13.317,512
dot,16,wide4,10,131072,14.052,512
dot,16,wide8,10,131072,16.565,512
dot,16,wide1,11,131072,13.249,512
dot,16,wide16,11,131072,31.844,512
dot,16,shared,11,131072,15.347,512
dot,16,wide4,11,131072,13.874,512
dot,16,vec2,11,131072,27.711,512
dot,16,flock,11,131072,15.487,512
dot,16,wide8,11,131072,15.321,512
dot,16,wide2,11,131072,13.642,512
dot,16,wide2,12,131072,13.611,512
dot,16,vec2,12,131072,29.124,512
dot,16,wide16,12,131072,31.564,512
dot,16,flock,12,131072,15.592,512
dot,16,wide1,12,131072,13.708,512
dot,16,wide4,12,131072,14.523,512
dot,16,wide8,12,131072,15.347,512
dot,16,shared,12,131072,15.162,512
dot,16,flock,13,131072,15.221,512
dot,16,wide16,13,131072,32.063,512
dot,16,wide1,13,131072,13.333,512
dot,16,shared,13,131072,15.729,512
dot,16,wide2,13,131072,14.441,512
dot,16,wide4,13,131072,14.557,512
dot,16,wide8,13,131072,16.597,512
dot,16,vec2,13,131072,30.175,512
dot,16,wide2,14,131072,14.475,512
dot,16,wide16,14,131072,32.274,512
dot,16,vec2,14,131072,30.580,512
dot,16,wide4,14,131072,13.962,512
dot,16,flock,14,131072,15.314,512
dot,16,shared,14,131072,15.946,512
dot,16,wide8,14,131072,16.009,512
dot,16,wide1,14,131072,13.940,512
dot,16,wide4,15,131072,14.449,512
dot,16,wide2,15,131072,13.645,512
dot,16,shared,15,131072,15.594,512
dot,16,wide16,15,131072,35.288,512
dot,16,wide8,15,131072,15.662,512
dot,16,flock,15,131072,15.764,512
dot,16,vec2,15,131072,29.865,512
dot,16,wide1,15,131072,13.605,512
dot,16,wide4,16,131072,14.092,512
dot,16,vec2,16,131072,30.150,512
dot,16,wide16,16,131072,32.393,512
dot,16,wide1,16,131072,13.771,512
dot,16,flock,16,131072,15.730,512
dot,16,wide2,16,131072,13.917,512
dot,16,shared,16,131072,15.900,512
dot,16,wide8,16,131072,15.865,512
dot,16,flock,17,131072,15.284,512
dot,16,wide8,17,131072,15.405,512
dot,16,wide16,17,131072,31.976,512
dot,16,shared,17,131072,15.563,512
dot,16,wide4,17,131072,14.009,512
dot,16,wide1,17,131072,13.381,512
dot,16,vec2,17,131072,29.262,512
dot,16,wide2,17,131072,14.019,512
dot,16,wide4,18,131072,14.591,512
dot,16,vec2,18,131072,28.927,512
dot,16,shared,18,131072,15.765,512
dot,16,wide2,18,131072,13.847,512
dot,16,wide16,18,131072,31.553,512
dot,16,wide8,18,131072,15.220,512
dot,16,wide1,18,131072,13.334,512
dot,16,flock,18,131072,15.551,512
dot,16,shared,19,131072,15.322,512
dot,16,wide1,19,131072,13.358,512
dot,16,wide4,19,131072,13.994,512
dot,16,flock,19,131072,15.742,512
dot,16,wide8,19,131072,15.844,512
dot,16,wide2,19,131072,14.381,512
dot,16,wide16,19,131072,32.958,512
dot,16,vec2,19,131072,29.469,512
dot,16,vec2,20,131072,29.754,512
dot,16,wide8,20,131072,15.916,512
dot,16,flock,20,131072,15.805,512
dot,16,wide1,20,131072,14.331,512
dot,16,wide2,20,131072,14.276,512
dot,16,wide4,20,131072,14.663,512
dot,16,wide16,20,131072,33.124,512
dot,16,shared,20,131072,15.791,512
dot,16,wide1,21,131072,13.746,512
dot,16,shared,21,131072,16.235,512
dot,16,flock,21,131072,15.672,512
dot,16,wide16,21,131072,33.449,512
dot,16,vec2,21,131072,28.983,512
dot,16,wide4,21,131072,14.390,512
dot,16,wide2,21,131072,13.714,512
dot,16,wide8,21,131072,15.278,512
dot,16,wide2,22,131072,13.620,512
dot,16,wide8,22,131072,15.176,512
dot,16,wide1,22,131072,13.807,512
dot,16,flock,22,131072,15.880,512
dot,16,vec2,22,131072,29.503,512
dot,16,wide4,22,131072,13.844,512
dot,16,shared,22,131072,15.658,512
dot,16,wide16,22,131072,32.193,512
dot,16,flock,23,131072,15.321,512
dot,16,wide8,23,131072,15.352,512
dot,16,vec2,23,131072,28.770,512
dot,16,wide16,23,131072,31.720,512
dot,16,shared,23,131072,15.794,512
dot,16,wide1,23,131072,13.843,512
dot,16,wide2,23,131072,13.851,512
dot,16,wide4,23,131072,13.970,512
products,16,shared,0,262144,16.802,768
products,16,karatsuba,0,262144,52.147,768
products,16,karatsuba_barrett,0,262144,28.489,768
products,16,flock,0,262144,16.442,768
products,16,schoolbook,0,262144,44.439,768
products,16,karatsuba,1,262144,52.845,768
products,16,karatsuba_barrett,1,262144,28.717,768
products,16,flock,1,262144,16.506,768
products,16,shared,1,262144,17.142,768
products,16,schoolbook,1,262144,44.722,768
products,16,shared,2,262144,17.175,768
products,16,schoolbook,2,262144,44.309,768
products,16,karatsuba,2,262144,53.288,768
products,16,karatsuba_barrett,2,262144,29.435,768
products,16,flock,2,262144,16.879,768
products,16,shared,3,262144,16.895,768
products,16,karatsuba,3,262144,51.978,768
products,16,flock,3,262144,16.500,768
products,16,schoolbook,3,262144,45.094,768
products,16,karatsuba_barrett,3,262144,28.175,768
products,16,karatsuba_barrett,4,262144,28.292,768
products,16,schoolbook,4,262144,44.799,768
products,16,karatsuba,4,262144,53.278,768
products,16,shared,4,262144,17.551,768
products,16,flock,4,262144,16.602,768
products,16,schoolbook,5,262144,44.110,768
products,16,karatsuba_barrett,5,262144,28.649,768
products,16,flock,5,262144,17.527,768
products,16,shared,5,262144,18.797,768
products,16,karatsuba,5,262144,55.886,768
products,16,flock,6,262144,16.572,768
products,16,schoolbook,6,262144,45.375,768
products,16,karatsuba,6,262144,51.938,768
products,16,shared,6,262144,17.139,768
products,16,karatsuba_barrett,6,262144,28.204,768
products,16,schoolbook,7,262144,44.815,768
products,16,karatsuba_barrett,7,262144,29.017,768
products,16,flock,7,262144,16.605,768
products,16,karatsuba,7,262144,52.623,768
products,16,shared,7,262144,17.806,768
products,16,shared,8,262144,105.876,768
products,16,karatsuba,8,262144,159.566,768
products,16,flock,8,262144,16.749,768
products,16,schoolbook,8,262144,45.048,768
products,16,karatsuba_barrett,8,262144,29.174,768
products,16,flock,9,262144,16.782,768
products,16,karatsuba,9,262144,52.644,768
products,16,schoolbook,9,262144,46.116,768
products,16,shared,9,262144,17.458,768
products,16,karatsuba_barrett,9,262144,29.215,768
products,16,karatsuba,10,262144,63.109,768
products,16,flock,10,262144,22.745,768
products,16,schoolbook,10,262144,51.354,768
products,16,shared,10,262144,20.361,768
products,16,karatsuba_barrett,10,262144,31.565,768
products,16,schoolbook,11,262144,50.817,768
products,16,shared,11,262144,17.746,768
products,16,karatsuba,11,262144,56.673,768
products,16,karatsuba_barrett,11,262144,33.600,768
products,16,flock,11,262144,17.542,768
products,16,karatsuba_barrett,12,262144,30.689,768
products,16,flock,12,262144,16.885,768
products,16,schoolbook,12,262144,45.444,768
products,16,karatsuba,12,262144,55.872,768
products,16,shared,12,262144,17.995,768
products,16,karatsuba_barrett,13,262144,31.133,768
products,16,karatsuba,13,262144,53.747,768
products,16,schoolbook,13,262144,43.639,768
products,16,shared,13,262144,17.030,768
products,16,flock,13,262144,16.978,768
products,16,shared,14,262144,17.254,768
products,16,schoolbook,14,262144,46.371,768
products,16,flock,14,262144,17.442,768
products,16,karatsuba_barrett,14,262144,30.786,768
products,16,karatsuba,14,262144,53.115,768
products,16,karatsuba_barrett,15,262144,31.062,768
products,16,schoolbook,15,262144,47.999,768
products,16,flock,15,262144,17.083,768
products,16,karatsuba,15,262144,55.806,768
products,16,shared,15,262144,19.773,768
products,16,schoolbook,16,262144,51.799,768
products,16,karatsuba_barrett,16,262144,34.068,768
products,16,karatsuba,16,262144,54.752,768
products,16,shared,16,262144,18.967,768
products,16,flock,16,262144,19.423,768
products,16,karatsuba,17,262144,56.101,768
products,16,schoolbook,17,262144,48.903,768
products,16,flock,17,262144,17.142,768
products,16,karatsuba_barrett,17,262144,31.010,768
products,16,shared,17,262144,18.184,768
products,16,karatsuba,18,262144,53.014,768
products,16,shared,18,262144,16.929,768
products,16,flock,18,262144,16.262,768
products,16,schoolbook,18,262144,43.692,768
products,16,karatsuba_barrett,18,262144,28.583,768
products,16,karatsuba,19,262144,50.972,768
products,16,schoolbook,19,262144,44.018,768
products,16,shared,19,262144,16.891,768
products,16,flock,19,262144,16.707,768
products,16,karatsuba_barrett,19,262144,28.627,768
products,16,schoolbook,20,262144,43.744,768
products,16,flock,20,262144,16.616,768
products,16,karatsuba,20,262144,50.929,768
products,16,karatsuba_barrett,20,262144,28.250,768
products,16,shared,20,262144,16.877,768
products,16,schoolbook,21,262144,43.585,768
products,16,flock,21,262144,16.406,768
products,16,karatsuba,21,262144,51.394,768
products,16,karatsuba_barrett,21,262144,29.042,768
products,16,shared,21,262144,17.132,768
products,16,karatsuba_barrett,22,262144,28.116,768
products,16,karatsuba,22,262144,51.206,768
products,16,shared,22,262144,17.105,768
products,16,schoolbook,22,262144,43.724,768
products,16,flock,22,262144,16.284,768
products,16,karatsuba_barrett,23,262144,28.563,768
products,16,schoolbook,23,262144,44.121,768
products,16,flock,23,262144,16.212,768
products,16,karatsuba,23,262144,51.718,768
products,16,shared,23,262144,16.831,768
dot,1024,flock,0,4096,878.347,32768
dot,1024,wide2,0,4096,698.598,32768
dot,1024,shared,0,4096,877.696,32768
dot,1024,wide16,0,4096,1122.223,32768
dot,1024,vec2,0,4096,1728.719,32768
dot,1024,wide1,0,4096,698.008,32768
dot,1024,wide8,0,4096,763.824,32768
dot,1024,wide4,0,4096,696.187,32768
dot,1024,shared,1,4096,860.189,32768
dot,1024,wide2,1,4096,701.457,32768
dot,1024,wide16,1,4096,1116.435,32768
dot,1024,wide4,1,4096,731.079,32768
dot,1024,wide1,1,4096,699.860,32768
dot,1024,wide8,1,4096,743.571,32768
dot,1024,vec2,1,4096,1712.087,32768
dot,1024,flock,1,4096,882.965,32768
dot,1024,wide1,2,4096,695.831,32768
dot,1024,vec2,2,4096,1722.351,32768
dot,1024,wide8,2,4096,737.834,32768
dot,1024,wide16,2,4096,1105.825,32768
dot,1024,shared,2,4096,873.840,32768
dot,1024,wide4,2,4096,705.770,32768
dot,1024,flock,2,4096,867.116,32768
dot,1024,wide2,2,4096,706.726,32768
dot,1024,shared,3,4096,873.566,32768
dot,1024,flock,3,4096,866.719,32768
dot,1024,wide8,3,4096,754.333,32768
dot,1024,wide4,3,4096,700.470,32768
dot,1024,vec2,3,4096,1728.963,32768
dot,1024,wide1,3,4096,697.886,32768
dot,1024,wide2,3,4096,722.178,32768
dot,1024,wide16,3,4096,1083.557,32768
dot,1024,wide16,4,4096,1118.561,32768
dot,1024,wide2,4,4096,695.028,32768
dot,1024,wide1,4,4096,695.872,32768
dot,1024,vec2,4,4096,1698.893,32768
dot,1024,shared,4,4096,875.966,32768
dot,1024,wide4,4,4096,697.937,32768
